# m c logL logPrior
3.496001207867407867e+00 1.324629425338796684e+00 -8.026547721824420023e+01 -6.111012222705188013e-02
3.542344342398852319e+00 8.485612475654237263e-01 -8.026315700874494041e+01 -6.274101720062577603e-02
3.475404978577685267e+00 1.225538559295432650e+00 -8.026186387100766240e+01 -6.039219882561280839e-02
3.470412850012459582e+00 1.364426667948816840e+00 -8.022207676138421562e+01 -6.021882674765802190e-02
3.468751217039481194e+00 1.346040874895321426e+00 -8.019686684236771157e+01 -6.016117502856441202e-02
3.474666409564864278e+00 1.368822192706400154e+00 -8.013394759710865856e+01 -6.036653328879192787e-02
3.528613242084394752e+00 1.169930126787918967e+00 -8.013009532292640813e+01 -6.225555706106671028e-02
3.477718680901169090e+00 1.367478357462328376e+00 -8.012054757647509007e+01 -6.047263611744483486e-02
3.483474802778546042e+00 1.160674543690380700e+00 -8.011864432539258019e+01 -6.067298350796515582e-02
3.561658892311766689e+00 9.195002717618327992e-01 -8.011214761959251973e+01 -6.342707032591739236e-02
3.564071886733493510e+00 8.785603672024604460e-01 -8.010608728143765234e+01 -6.351304206902022575e-02
3.472498317583259109e+00 1.364116471107712947e+00 -8.008819535615801044e+01 -6.029122282809282196e-02
3.505087058285742962e+00 1.019466679505282913e+00 -8.008548555143337921e+01 -6.142817643081101980e-02
3.564192767739692069e+00 8.520706830249517028e-01 -8.007303823120807351e+01 -6.351735042803964559e-02
3.525844309507332852e+00 9.161638205624013098e-01 -8.002386106506261854e+01 -6.215789047442620008e-02
3.538314705519306713e+00 8.670090950718893907e-01 -8.001905928338700846e+01 -6.259835477647088253e-02
3.479183065473974157e+00 1.198693684066162168e+00 -8.001871639909938949e+01 -6.052357401540439663e-02
3.494994855378897203e+00 1.081972125881082603e+00 -8.001211095528663009e+01 -6.107494519562479962e-02
3.563130532631895608e+00 8.492124156562683712e-01 -7.994593439217794639e+01 -6.347949596286828200e-02
3.502270898531599563e+00 1.294026899710339684e+00 -7.991871352197202327e+01 -6.132950723350669847e-02
3.548076198428566919e+00 1.038193895373879849e+00 -7.988457946093089390e+01 -6.294422354927656227e-02
3.545448409452677030e+00 8.478952317337509204e-01 -7.988383167332291634e+01 -6.285102212045259873e-02
3.498148475068279417e+00 1.064664900701258743e+00 -7.988204888061466136e+01 -6.118521376811264512e-02
3.562491989923155966e+00 8.521675319607389110e-01 -7.984930332014565124e+01 -6.345674589133323829e-02
3.517729470232346944e+00 1.222864078860997683e+00 -7.984820769774991334e+01 -6.187210312870573825e-02
3.474343997869748346e+00 1.356180543690501672e+00 -7.984585232369147434e+01 -6.035533107766772459e-02
3.494896760787729484e+00 1.319821834270029415e+00 -7.984277484226423383e+01 -6.107151684282282472e-02
3.476498150237301132e+00 1.230445824803506838e+00 -7.982918710666891116e+01 -6.043019694301687839e-02
3.555166945705205084e+00 8.321898927334903107e-01 -7.982049034007887656e+01 -6.319606005917437208e-02
3.476457090751399637e+00 1.232142230907584457e+00 -7.979714756395782160e+01 -6.042876951917842965e-02
3.548996995486555672e+00 1.028719569574683801e+00 -7.979328810381677783e+01 -6.297689836986300471e-02
3.471859146703788923e+00 1.340741914962544579e+00 -7.979070096862611194e+01 -6.026902967275381273e-02
3.504144917006236426e+00 1.283562535554742867e+00 -7.977359729523323040e+01 -6.139515799690322545e-02
3.554613615569659935e+00 9.803057250076305795e-01 -7.976284671190775555e+01 -6.317638977996604954e-02
3.555969607996853021e+00 8.340508098720982311e-01 -7.976193485581012510e+01 -6.322459926498645577e-02
3.488563945874644467e+00 1.337058605029556535e+00 -7.975202823131189689e+01 -6.085039202228233884e-02
3.529641443461954964e+00 9.053065808913578483e-01 -7.975078165754422344e+01 -6.229184359702096691e-02
3.560662531367253081e+00 9.110432646720105776e-01 -7.974905545371092330e+01 -6.339158831141326889e-02
3.558870742422949096e+00 8.376418201852154910e-01 -7.974082067589495182e+01 -6.332780480637037468e-02
3.473769335909083544e+00 1.266710210337679943e+00 -7.973240915875888390e+01 -6.033536699551118182e-02
3.490266862989294783e+00 1.331439989602926310e+00 -7.971375225400927889e+01 -6.090981387440565914e-02
3.482176780912948466e+00 1.182916055929334798e+00 -7.969013237915189052e+01 -6.062777566764631504e-02
3.480666843700438218e+00 1.196784572178122508e+00 -7.966386401753729274e+01 -6.057520838417786158e-02
3.484369176523204992e+00 1.165769711956975208e+00 -7.966225889227042956e+01 -6.070414279152498704e-02
3.558621073427884696e+00 8.427271884908287269e-01 -7.963389994243007663e+01 -6.331891972122515033e-02
3.503255711696750208e+00 1.284254497000927087e+00 -7.962765359753696259e+01 -6.136400290767950877e-02
3.490896579438461433e+00 1.327571131505683955e+00 -7.962713943212372669e+01 -6.093179464167575859e-02
3.546737231218295872e+00 1.041693533677704009e+00 -7.962670410737318605e+01 -6.289672493655011631e-02
3.521873168304194390e+00 1.197174227577209482e+00 -7.961997811547792026e+01 -6.201795306810511943e-02
3.504351241954876350e+00 1.279364136321660572e+00 -7.960643483299989498e+01 -6.140238813495341175e-02
3.472400385145257840e+00 1.309385823904032353e+00 -7.960267994712137352e+01 -6.028782217378467201e-02
3.481750975199985554e+00 1.189844899043917659e+00 -7.958404801623635194e+01 -6.061294926653024162e-02
3.476464075523433284e+00 1.242513648806280679e+00 -7.955924518790584443e+01 -6.042901234202499583e-02
3.520433097913252762e+00 9.496805554441550834e-01 -7.955847498366632919e+01 -6.196724598441550463e-02
3.497570019093745763e+00 1.075508557333688664e+00 -7.954107562871340065e+01 -6.116498019231712824e-02
3.510828730602332470e+00 9.985937781515209499e-01 -7.952613197346195761e+01 -6.162959187811391931e-02
3.531615123460854822e+00 1.140423382123839424e+00 -7.952228126602565794e+01 -6.236152690128714954e-02
3.481461138394809307e+00 1.343940583986737547e+00 -7.950233124121913875e+01 -6.060285829076639957e-02
3.477249944894478251e+00 1.344128357859170508e+00 -7.949795377143749420e+01 -6.045633589634326344e-02
3.556197218482791467e+00 8.452856263737856812e-01 -7.949281638100174519e+01 -6.323269328372371767e-02
3.507594446985803138e+00 1.263328533899817696e+00 -7.949047077005104711e+01 -6.151609402262821907e-02
3.553959676550706881e+00 8.448196379304077075e-01 -7.948444486271114329e+01 -6.315314691274202807e-02
3.555925423195482438e+00 9.555865711822503217e-01 -7.946604761996407262e+01 -6.322302807663984781e-02
3.477513632315812675e+00 1.342317440675790063e+00 -7.945249803898526864e+01 -6.046550531471159284e-02
3.493838136040769093e+00 1.314321413094897473e+00 -7.944303948434401264e+01 -6.103452460426417314e-02
3.509035936216833296e+00 1.256003396784309833e+00 -7.944043952113793239e+01 -6.156666600830573710e-02
3.541417030329308879e+00 8.704517762396706271e-01 -7.941799799083423750e+01 -6.270817291353231182e-02
3.496983379642240930e+00 1.082058229612294031e+00 -7.941525195390475744e+01 -6.114446378747035588e-02
3.559303299348646643e+00 9.050211692421173959e-01 -7.941457506636052699e+01 -6.334319988377080934e-02
3.532537076348881921e+00 9.010108671747653064e-01 -7.940427821226040805e+01 -6.239409097889752481e-02
3.549983138667130333e+00 8.516226635784428511e-01 -7.939037389833859493e+01 -6.301190142410464934e-02
3.519771272220014957e+00 1.203091613187889708e+00 -7.936650216085095622e+01 -6.194394904372650668e-02
3.556843139523619968e+00 9.396792297593571375e-01 -7.936443864442901486e+01 -6.325566559588120807e-02
3.482787818396120727e+00 1.188180355892170859e+00 -7.935866910453970036e+01 -6.064905493984205226e-02
3.521728312099350333e+00 9.476721542694876987e-01 -7.935738629753637952e+01 -6.201285152121069344e-02
3.531116315810015838e+00 9.080241583987505027e-01 -7.933394597107633217e+01 -6.234391217889848763e-02
3.528715102935248815e+00 9.178867570708098000e-01 -7.932330130451464356e+01 -6.225915138841661700e-02
3.478582677509235666e+00 1.230076451447620345e+00 -7.932312420090019600e+01 -6.050268722133660820e-02
3.516212164384292294e+00 1.220100627680065664e+00 -7.932225353828692960e+01 -6.181873992482035673e-02
3.503187989764228405e+00 1.046217111485228557e+00 -7.930209154898926727e+01 -6.136163045814167077e-02
3.485128484232801416e+00 1.170215505801510236e+00 -7.930145534798387530e+01 -6.073060275805411412e-02
3.555220199605701126e+00 8.541191038231734645e-01 -7.928247637396742675e+01 -6.319795333842199991e-02
3.496531618531315111e+00 1.088135921723595079e+00 -7.927839310355409452e+01 -6.112866679694608368e-02
3.530258265477048241e+00 1.142943363135245471e+00 -7.926174361101534771e+01 -6.231361710484507876e-02
3.507786423043706137e+00 1.257744983165988151e+00 -7.926064852585948017e+01 -6.152282794844879388e-02
3.544089842610203434e+00 1.051650765363489892e+00 -7.925608166911170827e+01 -6.280286406246408937e-02
3.477012702527724652e+00 1.330300942185645097e+00 -7.925161197715289063e+01 -6.044808666769575789e-02
3.528164869768624090e+00 9.220531822078801287e-01 -7.923440935881717451e+01 -6.223973674134725825e-02
3.538871883527792583e+00 1.087931191289761568e+00 -7.923369039509199752e+01 -6.261807104011773983e-02
3.475156215145208005e+00 1.289030650257027677e+00 -7.923002650527111257e+01 -6.038355359831183711e-02
3.475018506338632740e+00 1.306157651665678765e+00 -7.922639861031842656e+01 -6.037876809697991648e-02
3.502388273849851075e+00 1.278897872015340553e+00 -7.921326179302961634e+01 -6.133361810400470709e-02
3.507775357447045383e+00 1.256750690412592464e+00 -7.921145376038774089e+01 -6.152243979156373638e-02
3.558370362887216309e+00 8.962557508329875855e-01 -7.920809793531805099e+01 -6.330999819737050116e-02
3.536427200319331554e+00 1.103437428117304719e+00 -7.920575031363708263e+01 -6.253158671579212013e-02
3.552472870346147893e+00 8.567718236340009508e-01 -7.918721538697775486e+01 -6.310031747272698555e-02
3.481776549031389667e+00 1.203549163704708658e+00 -7.918655287131018383e+01 -6.061383968692465873e-02
3.481856268569711865e+00 1.202843143068772713e+00 -7.918530239632956125e+01 -6.061661537489098500e-02
3.485500110471621671e+00 1.170801533475854361e+00 -7.918493215823568221e+01 -6.074355510048842777e-02
3.476332532459637470e+00 1.268371671094863817e+00 -7.918248229204367306e+01 -6.042443938118617630e-02
3.535049704511640911e+00 8.970341831561776669e-01 -7.916958349258329974e+01 -6.248288206683919738e-02
3.536729948172845361e+00 8.913905256963536861e-01 -7.916336125458306583e+01 -6.254229363151349308e-02
3.528128630723252002e+00 9.238143840721160238e-01 -7.915997128946563066e+01 -6.223845817464563474e-02
3.515900402682833104e+00 1.218130030735910418e+00 -7.915314260501014587e+01 -6.180777820792654476e-02
3.523559862948910215e+00 1.178506609274269978e+00 -7.914751869929388306e+01 -6.207737053892271178e-02
3.539098914508168381e+00 8.841405751844146899e-01 -7.914703500614817244e+01 -6.262610563336448721e-02
3.547270012991471599e+00 8.639502287647291556e-01 -7.913737201228212825e+01 -6.291562272534256817e-02
3.515174898316448360e+00 9.840787487941883294e-01 -7.912969971733019747e+01 -6.178227282877025994e-02
3.555888676117062719e+00 9.373534022422466139e-01 -7.912630464454912271e+01 -6.322172138468779012e-02
3.557519930971649202e+00 9.068578741705375368e-01 -7.911865347691168893e+01 -6.327974029630263619e-02
3.480324254197511458e+00 1.328988653829591859e+00 -7.911029421024815633e+01 -6.056328457177732882e-02
3.479597724393059366e+00 1.229287191100055354e+00 -7.910825479233378132e+01 -6.053800161800677870e-02
3.557618553090566405e+00 8.992039879458896268e-01 -7.910264828347469290e+01 -6.328324884647107407e-02
3.476803627991931211e+00 1.317024959176852805e+00 -7.909838961635232124e+01 -6.044081733808927270e-02
3.487450866461460297e+00 1.158069056414199105e+00 -7.908661569242232758e+01 -6.081156772991394566e-02
3.487849221826633705e+00 1.320510757132363322e+00 -7.907556796324547577e+01 -6.082546097098327775e-02
3.476159710876039366e+00 1.302746213407514286e+00 -7.907497162558323112e+01 -6.041843167758895183e-02
3.488749792123162496e+00 1.318147833256796631e+00 -7.906018479392636777e+01 -6.085687556019704625e-02
3.546296785512466965e+00 1.028924043147498191e+00 -7.905783982931652076e+01 -6.288110445468028664e-02
3.543296014209960099e+00 8.751712545400018861e-01 -7.904390854747583717e+01 -6.277473322158094726e-02
3.501566934771617401e+00 1.278180706483705631e+00 -7.904222095612718135e+01 -6.130485499342949035e-02
3.557172994456325732e+00 8.882045356626905308e-01 -7.904193690019820906e+01 -6.326739856244691096e-02
3.552488842073995734e+00 8.630958172977940546e-01 -7.904050494592287635e+01 -6.310088486530120166e-02
3.513323737208229769e+00 1.228086635542480431e+00 -7.904006949902480983e+01 -6.171721841215401655e-02
3.543667013925910769e+00 1.048726735167092805e+00 -7.903798792017025221e+01 -6.278787952793291050e-02
3.553077104937847341e+00 9.662761493533550405e-01 -7.903573085842998580e+01 -6.312178456816756877e-02
3.477296449867733674e+00 1.314601150470848578e+00 -7.903327695653592855e+01 -6.045795300131372868e-02
3.506570428039380793e+00 1.257975705454305038e+00 -7.903179091005858936e+01 -6.148018083400142580e-02
3.550935385539232492e+00 8.638196757908412904e-01 -7.902211295652432455e+01 -6.304571056137328600e-02
3.525313381343168295e+00 9.387692876196266356e-01 -7.902017219975692797e+01 -6.213917218338600723e-02
3.545551291049565013e+00 1.033517469340890393e+00 -7.901462950119687889e+01 -6.285466978731618637e-02
3.477706290426238578e+00 1.260505459959227359e+00 -7.901194744217315247e+01 -6.047220521235114471e-02
3.476578175058421039e+00 1.291546875431299535e+00 -7.900971115458766292e+01 -6.043297903646271257e-02
3.538078286703405517e+00 1.087615777068330569e+00 -7.900573946704611217e+01 -6.258998981421053098e-02
3.480313964338299648e+00 1.323711909256056973e+00 -7.900245005795375164e+01 -6.056292645184085943e-02
3.481986595078241375e+00 1.324189918654681941e+00 -7.898913179061801770e+01 -6.062115324152282658e-02
3.529373257390069796e+00 1.142098935599109799e+00 -7.898843658804634060e+01 -6.228237794990096332e-02
3.523341738622137065e+00 9.481373107583719317e-01 -7.898843537418345306e+01 -6.206968503558431965e-02
3.516830605004908072e+00 1.209850878288567300e+00 -7.897948608740581733e+01 -6.184048752149593625e-02
3.552509271727096962e+00 9.695803577225947656e-01 -7.897774833512181658e+01 -6.310161062853493485e-02
3.529515243795139146e+00 9.222632203310832111e-01 -7.897753875950158431e+01 -6.228738928091131360e-02
3.509199388250594076e+00 1.245371930902682056e+00 -7.897232202643684218e+01 -6.157240173249171195e-02
3.477037701056454821e+00 1.301916092195644081e+00 -7.896969189815993673e+01 -6.044895587283977134e-02
3.546104278524761177e+00 1.027686085055485421e+00 -7.896950589960633238e+01 -6.287427777085807801e-02
3.494190423663087408e+00 1.111837519285739262e+00 -7.895759556766537912e+01 -6.104683358409412203e-02
3.479421792968056870e+00 1.240266487145459173e+00 -7.895063718720513180e+01 -6.053188006690524842e-02
3.546753248295007932e+00 8.711243268209040158e-01 -7.894222276527636950e+01 -6.289729302145595502e-02
3.509661561757641657e+00 1.242630945119860497e+00 -7.894051868139783323e+01 -6.158862139039543437e-02
3.554348483651551316e+00 9.456756671059663999e-01 -7.893974256550669111e+01 -6.316696571618041212e-02
3.526201435332878997e+00 1.159248934218580551e+00 -7.893616990321737603e+01 -6.217048281271828070e-02
3.541080456116531217e+00 8.844546670620675455e-01 -7.891631040880768921e+01 -6.269625398345229916e-02
3.546328240966248657e+00 1.023819932456103921e+00 -7.890677993018397274e+01 -6.288221996337384212e-02
3.539112616612258400e+00 8.906213283515896917e-01 -7.889453813491360279e+01 -6.262659056532032809e-02
3.508795793162021504e+00 1.245326078076144372e+00 -7.889111833267217833e+01 -6.155823959055750638e-02
3.477890318859390373e+00 1.302821002416896912e+00 -7.888476518945060434e+01 -6.047860535007935218e-02
3.549681009224515904e+00 9.934802684842188869e-01 -7.887889758468251955e+01 -6.300117633624588431e-02
3.509737139696662123e+00 1.018318043826077712e+00 -7.887165594718253203e+01 -6.159127394883052997e-02
3.554465717241660716e+00 8.783279890567858850e-01 -7.885884485070270955e+01 -6.317113267523136177e-02
3.478117758292940120e+00 1.302161434601027956e+00 -7.885832835775300964e+01 -6.048651570276353251e-02
3.528318325506125674e+00 1.145058059569421971e+00 -7.884770547908391336e+01 -6.224515103051175141e-02
3.483440473160384965e+00 1.317980176654112601e+00 -7.884684449106003967e+01 -6.067178765025924014e-02
3.530733546151196389e+00 1.130624487829943403e+00 -7.884494559147159976e+01 -6.233039686958700976e-02
3.480490638661257741e+00 1.233388066917472159e+00 -7.884492245249387565e+01 -6.056907542904325231e-02
3.550432127485581013e+00 8.715035639238768450e-01 -7.884230448175043193e+01 -6.302784145940894256e-02
3.481891760501033328e+00 1.217699324535196581e+00 -7.883730477835807449e+01 -6.061785115922493222e-02
3.488208559314607271e+00 1.159955730649109062e+00 -7.883542993636302754e+01 -6.083799476637843928e-02
3.532702808672602668e+00 9.135766375025928809e-01 -7.882952387866069444e+01 -6.239994567201647552e-02
3.554790339389561016e+00 8.837200569221985713e-01 -7.882614882182708982e+01 -6.318267178508674142e-02
3.552208913868482920e+00 8.740857934849284305e-01 -7.881516059580096112e+01 -6.309094083883354243e-02
3.516541216105081968e+00 1.207444332425967159e+00 -7.880528077629816153e+01 -6.183031062282903778e-02
3.531501653598505097e+00 9.189087130369477663e-01 -7.879337904662341430e+01 -6.235751964684487642e-02
3.485893310599965211e+00 1.313983865513766114e+00 -7.878740572909958928e+01 -6.075726086442792551e-02
3.482408469565481113e+00 1.314341271632192276e+00 -7.877471963295573687e+01 -6.063584374450697867e-02
3.546854678847293663e+00 8.769884090149673295e-01 -7.876902237323395184e+01 -6.290089056430470116e-02
3.541249042515484557e+00 1.058869884551270957e+00 -7.876810363432495876e+01 -6.270222390558417846e-02
3.494371648245711892e+00 1.295441642384193237e+00 -7.876638568810952279e+01 -6.105316608031727266e-02
3.549402599633301403e+00 8.750446759434930000e-01 -7.876429675602602742e+01 -6.299129407141818016e-02
3.485472836110881989e+00 1.185902595999740683e+00 -7.876138043815890910e+01 -6.074260445633418437e-02
3.545786559651383119e+00 1.023322845302860662e+00 -7.876007931757621350e+01 -6.286301163302196460e-02
3.552517917996666608e+00 8.781654137715402264e-01 -7.875664338961345834e+01 -6.310191778843685095e-02
3.553195219766343893e+00 8.804048959560722976e-01 -7.875573185687528621e+01 -6.312598134885198664e-02
3.505079232247003240e+00 1.257753731402097896e+00 -7.875487261432228081e+01 -6.142790212164620650e-02
3.550551147638933536e+00 8.759475271944008323e-01 -7.874680327331901708e+01 -6.303206726000074034e-02
3.514565666497782459e+00 9.956875970100149686e-01 -7.874089107656983799e+01 -6.176085912062501126e-02
3.479053730042679149e+00 1.296269819659792599e+00 -7.873137366600712994e+01 -6.051907428261940614e-02
3.529156955655887273e+00 1.137352949680477510e+00 -7.873083180338997522e+01 -6.227474408827164687e-02
3.525279785222175111e+00 9.456416645904550666e-01 -7.872330969734615280e+01 -6.213798782048052249e-02
3.532522810798551571e+00 9.170726723347818465e-01 -7.871480529138520410e+01 -6.239358704406050560e-02
3.478851885379349085e+00 1.285542759606498775e+00 -7.871467939684981729e+01 -6.051205220203726559e-02
3.517376836870725221e+00 9.822841369421611013e-01 -7.871081831702719001e+01 -6.185969906277354741e-02
3.480223619787063072e+00 1.304587418373870156e+00 -7.871014092371086690e+01 -6.055978221861883087e-02
3.531364526434310758e+00 1.123193418053505921e+00 -7.869770182530419333e+01 -6.235267709279312259e-02
3.484433395299535441e+00 1.311258943283308387e+00 -7.869669001633141647e+01 -6.070638043139324480e-02
3.479413973763481494e+00 1.263601671733089793e+00 -7.869362733055507420e+01 -6.053160800410290615e-02
3.506780923699208685e+00 1.248886733773616031e+00 -7.867469123609038206e+01 -6.148756223410337812e-02
3.514563970814346572e+00 1.214054196605047542e+00 -7.867358927366490207e+01 -6.176079952473154111e-02
3.484092347641588816e+00 1.202764281555695813e+00 -7.867303937164987815e+01 -6.069449743447338091e-02
3.483297509174802631e+00 1.211069850120317870e+00 -7.867060040227207196e+01 -6.066680768711691513e-02
3.490055815318255927e+00 1.150819365573946262e+00 -7.866495059926941735e+01 -6.090244797018388306e-02
3.520650310138584871e+00 9.678119679593466529e-01 -7.865994636214580282e+01 -6.197489303139457062e-02
3.554285381154054235e+00 9.102180314689380936e-01 -7.865887736888868176e+01 -6.316472285342709936e-02
3.505162263284510971e+00 1.049272246299077338e+00 -7.865815850906120943e+01 -6.143081245976897420e-02
3.490931640744734832e+00 1.300729991592598500e+00 -7.864874430881184253e+01 -6.093301860176363743e-02
3.539907933854382627e+00 1.065074245426897770e+00 -7.864696674751431260e+01 -6.265474090082602532e-02
3.479647103044694934e+00 1.291315196213330019e+00 -7.864617271076045313e+01 -6.053971980863669805e-02
3.496217224296096493e+00 1.106303615612779456e+00 -7.864552627000500706e+01 -6.111767439732350427e-02
3.492393008857285874e+00 1.133724956957206098e+00 -7.864023343962979595e+01 -6.098404464157623078e-02
3.548748924079272893e+00 8.807169772272300801e-01 -7.863845461606712206e+01 -6.296809463076899482e-02
3.540629519003959835e+00 8.938211041263651735e-01 -7.863366408126022122e+01 -6.268028695421105911e-02
3.479561926828290908e+00 1.272336139661032206e+00 -7.863243351450213936e+01 -6.053675601316503563e-02
3.497996428929325941e+00 1.094686796533585360e+00 -7.863174749511949813e+01 -6.117989508401158044e-02
3.546898104442391286e+00 1.008777221241029753e+00 -7.862466335334934797e+01 -6.290243081648515255e-02
3.496368129986020090e+00 1.105998916320550807e+00 -7.861930864931781571e+01 -6.112295050190968970e-02
3.543801935289306204e+00 1.034647400529855599e+00 -7.861860510813554015e+01 -6.279266078280115737e-02
3.479622223630814748e+00 1.277726345809717001e+00 -7.861648200513275242e+01 -6.053885409592728306e-02
3.545083761335975137e+00 8.850478066485013562e-01 -7.861630920787916921e+01 -6.283809437444012880e-02
