# m c logL logPrior
-1.497575310502829460e+01 2.136760643263039938e+00 -2.205932514617418405e+06 -1.121365905313823186e+00
-1.457974478429688681e+01 -2.757953250307914050e-01 -2.198201443516892847e+06 -1.062844789876161267e+00
-1.532497148932555575e+01 4.959633054137779773e+00 -2.188299739500888158e+06 -1.174273755743205694e+00
-1.303717447813517971e+01 -9.985124728541677541e+00 -2.185423903098972514e+06 -8.498395918666965532e-01
2.225476620468744926e+01 -2.549117050424490216e+00 -2.175225645566115621e+06 -2.476373094126492980e+00
-1.350148038278091889e+01 -5.927343590210035096e+00 -2.146570885472184513e+06 -9.114498626330900244e-01
-1.316514856443803083e+01 -7.870310602542492262e+00 -2.137853740632553119e+06 -8.666056836186238899e-01
-1.294659513152194030e+01 -8.996212795460072797e+00 -2.127399811797827482e+06 -8.380716274977381142e-01
-1.488957336044735236e+01 4.118022063243710562e+00 -2.114674587737908587e+06 -1.108496974280717362e+00
-1.343862572439310554e+01 -5.024931271305508318e+00 -2.099028164397906512e+06 -9.029833068016005493e-01
-1.502670926399744644e+01 5.641478989683425205e+00 -2.093511631479878211e+06 -1.129009956523533420e+00
-1.365458973023472566e+01 -3.068554388480806860e+00 -2.079515576728634769e+06 -9.322391035051581509e-01
-1.314752859291226095e+01 -6.255100543391961310e+00 -2.075146539848036831e+06 -8.642875405072273365e-01
2.158466523508151980e+01 -9.133654374535601361e-01 -2.074719203417646233e+06 -2.329488866552684279e+00
2.210531408522153995e+01 -5.233833168614188125e+00 -2.046151835277314298e+06 -2.443224554031468987e+00
-1.301105686798122107e+01 -6.261395852050690713e+00 -2.043652321442353306e+06 -8.464380041092065543e-01
-1.301142210553307166e+01 -5.909299166595555874e+00 -2.031208876241003629e+06 -8.464855260417735172e-01
2.090758685258749239e+01 2.194291890498704323e+00 -2.026172367165682139e+06 -2.185635939992446986e+00
2.258712476905679978e+01 -9.103537209469294567e+00 -2.025929217712278478e+06 -2.550891026664695804e+00
-1.330282728720534635e+01 -3.722788429726538340e+00 -2.021085343577532331e+06 -8.848260691660756461e-01
-1.508948829927043533e+01 8.792380850042713192e+00 -1.999943800644955598e+06 -1.138463285669096825e+00
-1.471287936678829311e+01 6.505242852638184914e+00 -1.991140972749734065e+06 -1.082344096308323511e+00
-1.488781948075053840e+01 8.877813208791941690e+00 -1.951175955246429658e+06 -1.108235844457076347e+00
-1.469404134221817770e+01 7.586678017758750947e+00 -1.950435399379773764e+06 -1.079574254834084979e+00
-1.474986177947756083e+01 8.216985073236596548e+00 -1.942013430391386384e+06 -1.087792112568464642e+00
-1.255910583224508414e+01 -6.044962870251914921e+00 -1.932838048135303892e+06 -7.886556965276623199e-01
-1.492189526738932059e+01 9.820212813152394915e+00 -1.927613441600649385e+06 -1.113314791854678854e+00
1.990032170228226249e+01 5.507523811996295038e+00 -1.911652171514394460e+06 -1.980114019271631998e+00
2.010811384547300662e+01 4.015344498921708194e+00 -1.907253551929142093e+06 -2.021681212112516057e+00
-1.363151642538436548e+01 1.749453435293762738e+00 -1.907238410242720507e+06 -9.290912002776186007e-01
-1.340659488275723987e+01 6.872059443485065700e-01 -1.892751836356097367e+06 -8.986839317518628967e-01
-1.366589654284538113e+01 2.452330910215570814e+00 -1.891322772231770912e+06 -9.337836415987668115e-01
2.046648857043863146e+01 8.133977137338064267e-01 -1.879098792936518323e+06 -2.094385772019475844e+00
-1.263719346809399191e+01 -3.951503338114910502e+00 -1.878434950891698245e+06 -7.984932937501872940e-01
1.927780163322894680e+01 8.539193888661895215e+00 -1.876585859843735816e+06 -1.858168179050623037e+00
-1.361628554583219319e+01 3.826508158171828988e+00 -1.834811490746037802e+06 -9.270161603281936724e-01
1.939705880280135375e+01 6.157964380766348889e+00 -1.822267255768145202e+06 -1.881229450996667607e+00
-1.260058987466425506e+01 -2.416703972683676316e+00 -1.818735521665317705e+06 -7.938743259474566605e-01
-1.147370097187694782e+01 -9.641976036641141334e+00 -1.815736753250132082e+06 -6.582290699602501016e-01
-1.171334260532671401e+01 -7.951482278606006204e+00 -1.810726435771004763e+06 -6.860119749488099439e-01
-1.314908255161764572e+01 2.860466734986374160e+00 -1.764681728765415726e+06 -8.644918597462780685e-01
-1.392951606670484743e+01 8.215269415837092026e+00 -1.761330464002967114e+06 -9.701570892629425291e-01
-1.223697273738231495e+01 -2.935964783953993962e+00 -1.757113467305259081e+06 -7.487175088771901299e-01
2.139875088573573692e+01 -9.591835833357782448e+00 -1.746164022883655503e+06 -2.289532697348880319e+00
-1.357512370868749940e+01 6.433748132449549573e+00 -1.741805077324330108e+06 -9.214199185308472595e-01
1.906024638583559039e+01 5.630013436169698515e+00 -1.732079731173497159e+06 -1.816464961443793547e+00
1.856249109469190373e+01 8.641825472418565468e+00 -1.724620071985590039e+06 -1.722830378202581336e+00
-1.351586568778179043e+01 6.672094490416021095e+00 -1.721644541360233212e+06 -9.133931264507855197e-01
-1.204231597963905998e+01 -2.968380208715858615e+00 -1.716603649025721010e+06 -7.250868707673512326e-01
-1.313082557216378277e+01 4.300390489977675479e+00 -1.714746025439985562e+06 -8.620929010329515529e-01
-1.086210130297281040e+01 -9.531411695374007564e+00 -1.681223272852743044e+06 -5.899262235802181786e-01
-1.136882784578716432e+01 -5.717780912488293232e+00 -1.663575178253035527e+06 -6.462512329357280594e-01
1.858522759237238731e+01 6.570482498940516614e+00 -1.662229447625120403e+06 -1.727053423301399437e+00
2.032877740219286977e+01 -5.181184513081018572e+00 -1.656843770172280492e+06 -2.066295953339536862e+00
-1.254727108836094907e+01 2.407835623190700325e+00 -1.651608467878725147e+06 -7.871700588240928553e-01
-1.226568706909280237e+01 8.702213782246284168e-01 -1.641170026523406152e+06 -7.522353963845520575e-01
2.027931465408906675e+01 -5.391895783105619344e+00 -1.640088262357523432e+06 -2.056253014197757967e+00
-1.091235980265375538e+01 -7.841943160902718368e+00 -1.636933836025339551e+06 -5.953979823128674465e-01
-1.066416296056854307e+01 -9.246856982309299866e+00 -1.630777595013361424e+06 -5.686218582478103079e-01
1.919058531406968626e+01 4.631804656976998835e-01 -1.595515515972727677e+06 -1.841392823482935537e+00
-1.288835734944072264e+01 7.232953389587978066e+00 -1.573954563377141021e+06 -8.305487758344134441e-01
1.806209006617739377e+01 7.015865369250992245e+00 -1.568615097916321829e+06 -1.631195487793520416e+00
-1.203748543721818365e+01 1.919307965880651334e+00 -1.561965857350490289e+06 -7.245052782561991478e-01
1.891584273797677795e+01 1.119527345035510768e+00 -1.559710546437926358e+06 -1.789045532439343944e+00
-1.140018909127688573e+01 -2.158755485020234843e+00 -1.557909158861753764e+06 -6.498215565843425967e-01
-1.047454658122827631e+01 -8.034568738851428193e+00 -1.553550264802780701e+06 -5.485806304116048748e-01
1.944364014307728539e+01 -2.635899377843098357e+00 -1.552662255216932623e+06 -1.890275710067432335e+00
-1.032160492330106116e+01 -8.923954190101930806e+00 -1.550610978634069208e+06 -5.326776409635636256e-01
-1.090945174703621134e+01 -4.921979317203970083e+00 -1.544242066627794178e+06 -5.950806871045573043e-01
-1.107179641278779059e+01 -3.777029431243957180e+00 -1.541545483125897357e+06 -6.129233790311029439e-01
1.912865949484775996e+01 -1.072550871309858600e+00 -1.536225724467643071e+06 -1.829528070349146773e+00
-1.230334476214223827e+01 4.680773760312988863e+00 -1.532262369969998952e+06 -7.568614616806642603e-01
-1.249862951797802424e+01 6.145937227580688500e+00 -1.527776403342261678e+06 -7.810786991383578126e-01
-1.099845071500182314e+01 -3.562158026152047796e+00 -1.520246272452148143e+06 -6.048295906516206744e-01
1.939867376519082143e+01 -3.644917819661968483e+00 -1.513559419280072907e+06 -1.881542719241513284e+00
-1.092822345444088938e+01 -3.484940076743961335e+00 -1.503900373531623278e+06 -5.971303393509597157e-01
1.955606917659745037e+01 -5.140011962447562865e+00 -1.500868998768987367e+06 -1.912199208199324429e+00
2.010559513985986868e+01 -8.903841038082875414e+00 -1.500420728595554596e+06 -2.021174779639783647e+00
-9.998737025130701284e+00 -9.113913984000518553e+00 -1.492091589828833705e+06 -4.998737104885978000e-01
-1.149567117489372237e+01 7.620276114733672834e-01 -1.488415387048341800e+06 -6.607522788064120745e-01
-1.210225977732528335e+01 4.958922612626034621e+00 -1.484012474578392459e+06 -7.323234585893271253e-01
-1.209966347838765444e+01 5.324866211125028670e+00 -1.472783398952252232e+06 -7.320092814511401924e-01
1.766085570241367719e+01 6.478021428616806077e+00 -1.471987138258702355e+06 -1.559529120707388694e+00
1.741113135568496162e+01 8.039486681147774760e+00 -1.470150690614198335e+06 -1.515737475424580261e+00
1.806240079219003292e+01 3.751521943164633832e+00 -1.469009186535170302e+06 -1.631251611888535402e+00
1.898266021161511929e+01 -2.423555627499493603e+00 -1.467182679678455926e+06 -1.801706943548178730e+00
-9.986015409091429262e+00 -8.133596597329670885e+00 -1.459574796189244371e+06 -4.986025187530572778e-01
-1.231133412807603733e+01 7.613391603776692662e+00 -1.447933621505982475e+06 -7.578447400656487254e-01
-1.259261216290904706e+01 9.700320780937616405e+00 -1.443048297472113976e+06 -7.928694054272243941e-01
-1.090711126197999725e+01 -1.531573385583608893e+00 -1.441139336053642211e+06 -5.948253804060545935e-01
-1.101066210596518147e+01 -6.273896862894714488e-01 -1.434574742507436313e+06 -6.061734000586880278e-01
-1.247505308924410983e+01 9.322282570733007034e+00 -1.430972522040262586e+06 -7.781347478972950871e-01
1.923441954301688384e+01 -5.643228343560380722e+00 -1.423362839131067274e+06 -1.849814475783948975e+00
1.727040670761172336e+01 7.303818669368946637e+00 -1.420668604455114109e+06 -1.491334739231599871e+00
-1.062019621173674366e+01 -2.621701142931500694e+00 -1.417742966746380553e+06 -5.639428378789373975e-01
-1.186929458446587304e+01 5.919487487095649314e+00 -1.410807750036738347e+06 -7.044007696641544358e-01
-9.906295401024378222e+00 -7.010760692298362962e+00 -1.410314118742405204e+06 -4.906734428617837707e-01
-1.006886795284019165e+01 -5.893576989254485810e+00 -1.408335204470449360e+06 -5.069105092586612127e-01
1.927889550469133439e+01 -6.826238732930782760e+00 -1.398496629159436328e+06 -1.858379059404038580e+00
-1.112401817702509987e+01 1.475229072363209548e+00 -1.395180903643837664e+06 -6.187189020139239881e-01
-9.792125463311830202e+00 -7.147535421879606332e+00 -1.392500694909416372e+06 -4.794286054461996405e-01
1.763919370787546370e+01 3.600727340318615965e+00 -1.382688904106965289e+06 -1.555705773319767005e+00
-1.161629206125071256e+01 5.270194311814160315e+00 -1.380820499287963612e+06 -6.746912062613816818e-01
-1.018463171230831854e+01 -4.081399114058410937e+00 -1.377128128000020282e+06 -5.186336155767813372e-01
-1.120912169618111420e+01 2.916185048093993259e+00 -1.370164334943958558e+06 -6.282220459989908967e-01
-1.171429887216054944e+01 6.422116114542600229e+00 -1.367011933528578840e+06 -6.861239903315095034e-01
-1.068774740924799715e+01 1.604496637741537057e-02 -1.354133282624453772e+06 -5.711397234194363071e-01
-9.427409411075807100e+00 -8.081960824482038674e+00 -1.350897475194904488e+06 -4.443802410202034592e-01
-1.067385527188387861e+01 6.963452427505778530e-02 -1.349987224311699392e+06 -5.696559318256163573e-01
1.704621844703084221e+01 6.134057769892041989e+00 -1.343734239441501675e+06 -1.452867816719473071e+00
-1.182866899816743356e+01 8.134318653787740772e+00 -1.340998450298645301e+06 -6.995870513410367142e-01
-1.057092255266048575e+01 -1.543151058259288055e-01 -1.337019136275865603e+06 -5.587220180717304974e-01
-9.067931629125961734e+00 -9.795686027047993960e+00 -1.333689620877761161e+06 -4.111369201525150729e-01
1.784660649921968201e+01 2.309268337280305783e-01 -1.325719736987703247e+06 -1.592506817689950838e+00
-1.184794278869224726e+01 8.894137969019391576e+00 -1.323767116332007339e+06 -7.018687416206230711e-01
1.757082944921643985e+01 1.970325426390084900e+00 -1.323193524921308272e+06 -1.543670237667258638e+00
-1.062374702778902247e+01 7.558731267729630332e-01 -1.321178958957956173e+06 -5.643200045522804853e-01
-9.457292053852816238e+00 -6.609783782700590749e+00 -1.313759348370264517e+06 -4.472018649593380579e-01
-1.010733945221821806e+01 -2.261252874781902733e+00 -1.310298993328157114e+06 -5.107915540118342923e-01
-9.260941600847246491e+00 -7.746601291698349101e+00 -1.310083977690756088e+06 -4.288251966715158070e-01
-1.076600710870332733e+01 2.164977234494658287e+00 -1.308193272334694164e+06 -5.795345453232529920e-01
-1.093399169902540358e+01 3.328015751976225012e+00 -1.307027381590463221e+06 -5.977608723717821038e-01
-9.344181311326542172e+00 -6.978903700322786285e+00 -1.303413829606961925e+06 -4.365686218947211206e-01
-9.429714304153874238e+00 -6.238991908564402777e+00 -1.298033370642461814e+06 -4.445975592898209205e-01
-9.975930260493589330e+00 -2.208077501213333793e+00 -1.284548380369821796e+06 -4.975959228111584975e-01
-1.143140810045389699e+01 7.651836186493568448e+00 -1.280507591027521528e+06 -6.533854557956149112e-01
-1.090789456732980867e+01 4.131621108628936057e+00 -1.280105679557178169e+06 -5.949108194599156407e-01
-9.434865234418207791e+00 -5.464940535889003748e+00 -1.276995769067029702e+06 -4.450834099581667536e-01
-9.143959476728143798e+00 -7.097010968119213281e+00 -1.270020014543029014e+06 -4.180599745602321393e-01
-8.800804321764536198e+00 -8.894384788733837865e+00 -1.258543353359378176e+06 -3.872707835499466511e-01
-1.037424321591413090e+01 1.377203358442435466e+00 -1.258022792367123300e+06 -5.381246115147019227e-01
1.838754793788983122e+01 -6.394848207590108302e+00 -1.244451896307055140e+06 -1.690509595840983037e+00
1.777381602716086206e+01 -2.412605894823089514e+00 -1.239814335425046738e+06 -1.579542680836801827e+00
1.833453500025499494e+01 -6.356562100329774978e+00 -1.235906281450996175e+06 -1.680775868377877069e+00
1.691338501714018250e+01 3.094248858470373342e+00 -1.233944773662102176e+06 -1.430312963690110184e+00
-9.469228072936594742e+00 -3.691487558648575362e+00 -1.233697329351052642e+06 -4.483314014864525077e-01
-1.041292914667115710e+01 2.609738626218141455e+00 -1.231534253519937163e+06 -5.421454670679685117e-01
-9.157619009501537732e+00 -5.552986777713595501e+00 -1.229208258614839287e+06 -4.193099296159196188e-01
1.585533905235072893e+01 9.776295602256595885e+00 -1.228461298979701707e+06 -1.256958882324990645e+00
1.876652762237662131e+01 -9.629307715488252484e+00 -1.227900212782326853e+06 -1.760912795007123499e+00
-9.366402808608459196e+00 -4.134974621879485390e+00 -1.227459313155196374e+06 -4.386475078655421855e-01
