# level_assignment log_likelihood tiebreaker ID
13 -7.076231245661546154e+01 6.867652184042699615e-01 0
19 -7.060845732499073790e+01 1.776721706241413123e-01 2
7 -1.693821695455883400e+02 8.765128381186109152e-01 4
0 -1.433989542279909256e+04 6.908547009913430514e-01 2
27 -7.060798575257712173e+01 9.270760048119066621e-01 0
10 -7.591724481380892087e+01 9.719157265802567114e-01 3
22 -7.060799486080578902e+01 3.110483462751059136e-01 0
4 -3.055372217946960063e+03 5.475528178155343317e-01 3
21 -7.060804915998559750e+01 2.074139033226586604e-01 0
18 -7.060810835265439778e+01 3.870191438036600928e-01 2
8 -7.769160801649476866e+01 7.119861365936615005e-01 4
20 -7.060810164831207203e+01 9.379735283074608354e-01 3
24 -7.060799031879284371e+01 2.411806139104206714e-01 2
13 -7.061115791487513604e+01 1.532601803014533859e-01 4
23 -7.060799678746715813e+01 4.435143362850761384e-01 3
26 -7.060798621207749193e+01 5.443757054283814012e-02 0
29 -7.060798556187992858e+01 3.328316770374908917e-01 3
13 -7.072605128575213485e+01 8.345529343915659704e-01 2
15 -7.061100742624371662e+01 3.516274529893053113e-01 3
18 -7.060950506905278701e+01 6.987592793745479591e-01 3
16 -7.062078924588966800e+01 1.369771868350265764e-01 2
9 -7.520393130335503429e+01 6.896412740867398361e-02 2
9 -8.490569769662636190e+01 7.577061759536078966e-01 4
21 -7.060803650360040251e+01 1.649869562523738065e-01 2
9 -8.825662405028000990e+01 6.549312554486527160e-01 0
12 -7.094925283262385562e+01 1.454429855026304341e-01 4
4 -2.760168976829160783e+03 2.926726143575248962e-01 4
16 -7.061636459577820801e+01 6.099716639750117908e-01 1
25 -7.060798719729717732e+01 9.286548263643843448e-01 1
25 -7.060798734014738898e+01 4.685047319476646210e-01 3
15 -7.062035103695333760e+01 4.234001706632537498e-01 2
21 -7.060805101051653310e+01 3.407949924975116618e-01 2
18 -7.060819987097949024e+01 1.425207897238123245e-02 4
28 -7.060798563912568682e+01 7.930909318892087612e-01 2
14 -7.061402582954281115e+01 5.109420954368339984e-01 2
25 -7.060798684518327661e+01 1.662575625277749047e-01 3
11 -7.283184265472473840e+01 3.309276773027304830e-01 4
3 -3.976766831192589052e+03 9.892149409729928955e-01 0
26 -7.060798555613729377e+01 5.091233434950410697e-01 3
15 -7.065370552705462615e+01 2.923869480177810898e-01 4
19 -7.060855128276814696e+01 4.757556580973720806e-01 3
9 -7.258998106433560338e+01 4.877959534976761824e-01 1
0 -1.388556935219917505e+05 6.604060681511122466e-01 1
21 -7.060805362274423658e+01 6.677605159256043699e-01 3
24 -7.060798824371462956e+01 6.697666045693090320e-01 4
22 -7.060799430458769166e+01 2.533719604671558767e-01 1
21 -7.060803211733826856e+01 7.689291028361924796e-03 2
28 -7.060798564575978276e+01 9.666587709621065061e-01 2
15 -7.065348159037316123e+01 1.102573051584641028e-01 1
9 -7.261470429906471225e+01 2.516505848450279470e-01 1
18 -7.060988793666879815e+01 1.959380868002877918e-01 2
26 -7.060798567792579661e+01 7.067448254612331837e-01 2
14 -7.072034800141463506e+01 7.133506727498276634e-01 3
14 -7.062329777913140560e+01 1.242144224731455138e-01 2
21 -7.060799449509974579e+01 1.657777902172554232e-02 4
18 -7.060968064855798332e+01 4.275274691759136658e-01 0
2 -1.113708330483769168e+04 6.239613710753472153e-01 1
13 -7.093772386104538441e+01 4.721871613568002779e-01 0
29 -7.060798557609300019e+01 6.695963858072209174e-01 4
10 -7.217079088240663509e+01 2.773629120139588511e-01 3
18 -7.060950054356763417e+01 6.485908633252613908e-01 1
22 -7.060801699305980605e+01 1.391088662055235958e-01 4
11 -7.090871328878370150e+01 5.236979112876506415e-01 4
10 -7.233251150221232706e+01 5.184898046669889071e-01 1
11 -7.101665517605502487e+01 2.433767940169159483e-01 3
1 -4.270385096569798043e+04 4.163965109158214162e-01 0
6 -2.389329502661970821e+02 6.994306217996946184e-01 3
21 -7.060803907763809661e+01 9.805825133185622766e-01 2
8 -1.169857522473014768e+02 8.467993869235042048e-01 3
16 -7.061240088366864143e+01 6.126013883940109039e-01 1
24 -7.060798771547925412e+01 4.738934193364892633e-01 4
5 -8.642528901874804603e+01 3.285485888946677591e-01 3
7 -1.060611233305647829e+02 8.752477057873341293e-01 4
12 -7.064640972094920812e+01 3.615316718792942474e-01 1
28 -7.060798559765277105e+01 6.507864320688607762e-01 2
12 -7.077511078996124638e+01 9.099857794896247798e-01 1
14 -7.062484924981355050e+01 3.812142346395797632e-01 3
27 -7.060798570252725881e+01 4.099622718615805184e-01 2
1 -1.420072850357970165e+05 1.994353192791675222e-01 0
17 -7.061280903396317399e+01 9.990161957624486000e-01 0
28 -7.060798566159695611e+01 8.522871909248015410e-01 2
26 -7.060798619751645333e+01 6.806192595092852571e-02 3
16 -7.060886952201514077e+01 1.230111946618840657e-02 2
13 -7.066406583295193400e+01 3.598134143850104660e-01 0
22 -7.060801662957746316e+01 4.528062944844008508e-01 0
18 -7.060981622206151087e+01 1.924627752199157271e-01 2
22 -7.060801659925198237e+01 2.316789983113027862e-01 0
15 -7.065258811382803117e+01 3.294662218927588704e-01 1
27 -7.060798563355561441e+01 7.981297369186668433e-01 0
8 -7.462613604751837215e+01 8.923377307749592591e-01 1
9 -8.290562931665590440e+01 5.092751116170699532e-01 1
8 -9.950040751308793574e+01 5.126858542674702646e-01 1
6 -4.682133568712164333e+02 9.675469077688103603e-01 1
4 -1.482640073360076485e+03 7.520601050234958507e-01 1
21 -7.060806260896369224e+01 9.155680772252507982e-01 2
2 -1.297977116381818632e+04 8.960382510435448145e-02 3
10 -7.273489302585133487e+01 2.664600771624447972e-01 0
16 -7.062426937361445312e+01 2.299030105944144253e-01 3
23 -7.060798759496901766e+01 8.385870605974851122e-01 2
13 -7.069923285244145461e+01 7.096823879753344499e-01 1
28 -7.060798564974314218e+01 7.531565634735102321e-01 2
20 -7.060817476075712307e+01 3.081967984458819920e-01 2
10 -7.328909616617579559e+01 6.763469730842759375e-01 1
12 -7.130308411097288968e+01 6.416920505098797634e-01 2
4 -1.123960672457869805e+03 7.303194862286090938e-01 1
7 -1.691157999608664966e+02 2.820974335040684622e-01 2
23 -7.060799800265280624e+01 2.819754295006535738e-01 4
10 -7.487703362292199927e+01 5.895742616912152956e-01 0
7 -1.628357736518796059e+02 1.738415673329507527e-02 3
22 -7.060799123813748679e+01 8.301825528495415663e-01 1
21 -7.060801808290605663e+01 1.524258358731708229e-01 1
13 -7.076177073430879716e+01 7.724079615154877398e-01 2
6 -4.324273695010600704e+02 7.624494882639289983e-01 4
15 -7.060927141950200792e+01 3.722479580158595813e-01 1
11 -7.199248143618501672e+01 5.785752259660734698e-01 0
23 -7.060799054922469509e+01 6.802209792866005245e-01 2
16 -7.061545307597862120e+01 5.114922981624741016e-01 1
5 -1.085804904486052692e+03 6.795878016474661276e-01 1
25 -7.060798629821078976e+01 9.041589712212263485e-01 4
14 -7.061319676307363125e+01 9.157794620183823397e-01 0
28 -7.060798557026123490e+01 7.694953738639691565e-01 0
1 -3.717143381943350687e+04 9.652057215627287690e-01 2
12 -7.071848877435829195e+01 2.333205868978183162e-01 3
5 -1.689902545173120529e+02 2.977389145288236172e-01 0
14 -7.073794855138191906e+01 7.491808329826530333e-01 3
19 -7.060798746033898965e+01 2.490305577308333795e-01 4
11 -7.087223614855714970e+01 9.760293366475671917e-01 3
13 -7.074634519551499068e+01 9.587743341089680627e-01 3
24 -7.060798985153496687e+01 9.238683291212907989e-01 4
16 -7.062479231397114177e+01 5.874428796763613292e-01 2
2 -2.583206442192612667e+04 8.974386891270433320e-02 2
3 -1.227337570989426013e+03 1.671216217802955484e-01 1
13 -7.080709582847761396e+01 1.308751759476591836e-01 4
6 -2.439308641767537722e+02 5.561550657222646965e-01 3
26 -7.060798591517195177e+01 8.392689194170079858e-01 1
6 -2.475600972044985042e+02 2.539398438261564195e-02 2
16 -7.061858517638771104e+01 2.696976695315506101e-01 4
23 -7.060799043200407255e+01 8.935086351325640663e-01 1
28 -7.060798559193304413e+01 7.991561033996625873e-01 1
13 -7.080119707091395753e+01 1.104032480520314996e-01 2
16 -7.062153837107020138e+01 5.843078313404113100e-01 2
4 -2.078572667545786771e+03 2.224406281961578136e-01 3
20 -7.060809139275679058e+01 8.971748659537304160e-01 4
18 -7.060937328633289667e+01 7.052857785625137321e-01 0
0 -9.066475715642101131e+05 8.554253721054860815e-01 1
27 -7.060798573478396634e+01 2.255612735278669234e-01 0
25 -7.060798705582683965e+01 1.479938012795722624e-01 4
27 -7.060798575280426803e+01 3.877673640538819022e-01 0
19 -7.060826291511241948e+01 4.551870504093246672e-01 4
13 -7.091209119188985710e+01 1.070617304043855189e-01 1
23 -7.060799258983973914e+01 2.585546580850821008e-01 2
26 -7.060798636356585689e+01 8.158581690074875326e-01 4
12 -7.132305227200863840e+01 5.318940815077960460e-01 3
1 -5.715727594935147499e+04 8.233473808052932386e-01 0
23 -7.060798581611032887e+01 6.717042351531041788e-01 1
1 -1.785369833379796182e+04 8.898320559481784908e-01 3
1 -1.481260121447751299e+05 7.213680075739579145e-01 3
19 -7.060847198036165651e+01 7.865706819520372761e-01 1
7 -9.774034532020961308e+01 4.070356335839062645e-01 3
4 -2.585839583692179076e+03 3.315420010440767729e-01 1
2 -1.277214040990258400e+04 7.026858929713242219e-02 4
6 -2.843151481000451213e+02 9.318476063318344993e-01 1
16 -7.061591990699133703e+01 1.113458089117337901e-01 1
14 -7.065775716429581621e+01 9.139215979574739634e-01 2
14 -7.073132004131858253e+01 2.910040552025527361e-01 0
6 -2.813992573028841662e+02 8.885750192019400973e-02 2
25 -7.060798733541682282e+01 8.006765573070835362e-01 3
25 -7.060798734279953237e+01 9.410468568687910818e-01 3
1 -1.438250038023735106e+05 5.047709669528055443e-01 3
27 -7.060798560341739005e+01 1.922504410790359941e-02 4
22 -7.060798671838273322e+01 6.662216693265818890e-01 0
14 -7.070909413258667087e+01 1.618507653266908486e-01 2
2 -3.094549850764285293e+04 6.977191605625554516e-01 2
2 -2.822431138035080585e+04 8.130551135595898149e-01 3
13 -7.071565675245251725e+01 6.401915586725981377e-01 2
15 -7.064424668899501114e+01 3.136456853174275361e-01 3
20 -7.060800362867946944e+01 8.514750139655218319e-01 4
24 -7.060798959231161120e+01 4.950551075937937306e-01 1
15 -7.060895750523226866e+01 8.007074702628573792e-01 2
12 -7.075620792239087109e+01 1.316867793268849951e-01 3
9 -8.102400195604943178e+01 3.427212112464257388e-01 0
26 -7.060798587821176397e+01 8.925656688065558564e-01 1
8 -1.026400691010572217e+02 7.361657639667196218e-02 3
13 -7.097085196432615817e+01 4.502014004237108180e-01 1
10 -7.608914590976387160e+01 3.825110648836169136e-02 1
22 -7.060798603230719550e+01 9.798585620968918164e-01 4
17 -7.061157224425161871e+01 4.874429430123339846e-01 4
28 -7.060798556890499356e+01 6.408894106415116143e-01 4
21 -7.060804345956766781e+01 7.068811413426296930e-01 0
29 -7.060798557177611201e+01 4.733042746161239545e-01 4
17 -7.061188051161423118e+01 3.602449723176164298e-01 2
29 -7.060798557072047288e+01 9.063666464118108612e-01 4
26 -7.060798624003230373e+01 1.233166054526910471e-01 2
12 -7.091985277817624933e+01 2.494441126310391610e-01 1
17 -7.060895852289169738e+01 8.622565299583366816e-01 2
11 -7.176758919383706825e+01 5.917449547924689135e-01 1
4 -2.515252109367683261e+03 1.471044378578927336e-01 3
2 -5.923333702640858974e+03 3.043291293948594033e-04 2
5 -2.265379239406198337e+02 5.155365325882215188e-01 2
1 -4.362272638918355369e+04 1.052099495236988175e-01 0
16 -7.061800212261384502e+01 1.569028010565961251e-01 0
1 -1.957421769419261836e+05 3.458910862506963113e-01 3
18 -7.060907001340348188e+01 9.313752454222434807e-01 4
18 -7.060892373627379470e+01 4.087128374447110968e-01 1
18 -7.060815700157002084e+01 1.363131940923419105e-01 4
29 -7.060798560078106334e+01 6.920006236228508634e-01 3
17 -7.061055412612182636e+01 7.085550993794083041e-01 2
24 -7.060798649767201596e+01 6.838114186190203947e-01 4
6 -2.425464846883064354e+02 4.855023488205967297e-02 2
1 -2.073874724355431390e+05 8.086128118100504025e-01 2
15 -7.063060064705373975e+01 7.353808751707390234e-01 2
22 -7.060800904091804853e+01 3.049090988824284532e-01 4
24 -7.060798889351595164e+01 8.307642846830187722e-01 3
12 -7.062289944136692554e+01 3.733686449488005793e-02 0
7 -1.437723469815292958e+02 8.495947914992543204e-01 4
29 -7.060798557941672016e+01 5.432454975690970134e-01 1
3 -5.766340749689982658e+03 8.819941303682401479e-01 2
8 -1.055405501321833839e+02 3.843194300099952443e-01 1
21 -7.060798926958264587e+01 5.978098133900978661e-01 4
5 -3.432625075096757428e+02 5.433481564386555274e-01 2
3 -5.220314645236255274e+03 4.846033401726062007e-01 2
17 -7.060947875547896047e+01 9.539591942645806455e-01 0
26 -7.060798613667108725e+01 8.199097194692470669e-01 0
6 -1.484137240548299133e+02 4.410873756481014651e-01 2
1 -9.293235589138517389e+04 9.555922286647205999e-01 4
9 -8.101504425647802066e+01 5.354023546513010379e-01 0
15 -7.064745600312623708e+01 7.367005471151566454e-01 2
2 -2.391321832934367922e+04 4.033084175830840140e-02 3
24 -7.060798842727807312e+01 4.998328553396076956e-01 3
28 -7.060798560801993062e+01 2.309353539517648990e-01 2
1 -9.185508095638353552e+04 3.035641549894050328e-01 4
15 -7.061760774533541962e+01 5.632984691553272194e-02 0
16 -7.061755857070173192e+01 6.984425196808734526e-01 1
16 -7.060985560621483614e+01 2.172223222313034441e-01 4
13 -7.094595707054378408e+01 2.845495807482744111e-01 1
10 -7.612726895832992113e+01 9.769955667381405306e-02 3
15 -7.063153650538677653e+01 4.464242493717418547e-02 1
15 -7.062669040463244130e+01 4.766910759678142373e-01 0
27 -7.060798567910028112e+01 4.138685370789650375e-01 2
19 -7.060851993006400562e+01 2.264503442677635314e-01 3
20 -7.060818721606787562e+01 8.139397850347849239e-01 0
5 -3.407320797546681206e+02 1.588140763490519802e-01 3
24 -7.060798604400719114e+01 2.306407136384958922e-01 1
5 -1.140238949235572818e+03 7.335324993497848167e-01 0
7 -1.347831231111094041e+02 6.320663297160662442e-01 3
22 -7.060800963768991778e+01 9.295163218830370111e-01 4
17 -7.061177980750051120e+01 6.064151440110859825e-01 0
14 -7.068319664411102110e+01 6.888616265410800743e-01 0
11 -7.168288486054174768e+01 8.757479032535209207e-01 0
0 -3.246486311914113321e+04 2.160818395789212143e-01 2
4 -2.190799586538034418e+03 7.253394058108370013e-01 2
10 -7.738541609877796645e+01 4.840436606863018909e-01 1
16 -7.060883936837674923e+01 5.121970645731379612e-01 0
21 -7.060804571174958255e+01 3.280780720292362784e-01 4
13 -7.082904677321906206e+01 9.113106967638301414e-01 4
27 -7.060798574989813403e+01 7.112349332179704886e-01 1
28 -7.060798560230243481e+01 8.852221233900060826e-02 2
11 -7.113475177068899313e+01 7.032215427670696073e-02 4
2 -3.041732810425405478e+04 9.894909401221898548e-01 1
19 -7.060810940192664020e+01 8.715725199801338530e-01 1
9 -7.771942954298683048e+01 8.817080075582506282e-02 4
22 -7.060800112045779997e+01 2.590851278937580382e-01 1
0 -1.717358194256982999e+06 8.762567895852764188e-01 2
29 -7.060798560302077931e+01 9.629619487770422204e-01 4
15 -7.063637339110776736e+01 3.286128531486065540e-02 0
26 -7.060798637834002989e+01 8.937997766426688528e-01 4
13 -7.081472406383215912e+01 7.915302133967863085e-01 0
8 -1.128887398856434885e+02 1.956348290957521385e-01 3
6 -1.845161045026570150e+02 3.275522571454628773e-01 2
20 -7.060801495531443095e+01 8.722790741967648698e-01 3
3 -7.223472926973412541e+03 1.260638306979693368e-01 1
19 -7.060857906619222035e+01 6.112520516229404954e-01 2
1 -1.054880055204431847e+05 2.570417683789708030e-01 4
8 -7.995078199526159324e+01 2.215998382706587874e-02 4
4 -2.227347710327523146e+03 2.717110624435100513e-02 4
3 -1.322598453762665940e+03 4.369301448886016015e-01 4
26 -7.060798635922586186e+01 1.629115756588395136e-01 4
7 -1.226439122793595402e+02 1.651440351182318078e-01 2
15 -7.062818226069072125e+01 9.982020004933781498e-01 4
8 -8.600860462762159386e+01 2.049212421123716155e-01 0
26 -7.060798559624802806e+01 3.846572585315504583e-02 1
7 -1.022553533630095330e+02 9.428090851198498434e-01 4
23 -7.060799824097878741e+01 3.268250750826944273e-01 3
20 -7.060809861330693593e+01 3.708243314083663478e-01 3
7 -2.061061149845955924e+02 4.704359356750394960e-01 0
25 -7.060798649707231789e+01 9.301533578422489512e-01 2
1 -2.974166130964006516e+04 5.478641000745283485e-01 3
8 -1.208191281469145366e+02 9.273174945678637204e-01 0
0 -2.261220307557558954e+03 6.959906218387794385e-02 3
3 -4.865629182590948403e+03 6.305846820366118877e-01 4
15 -7.062281033261962193e+01 3.428475114883333674e-01 2
9 -8.482925331261102997e+01 8.584036311560585553e-01 4
1 -1.199344153653226967e+05 9.336206910641138279e-01 2
28 -7.060798564740028382e+01 5.063038810714102222e-01 0
9 -7.854296389858387784e+01 6.496659823905578390e-01 1
27 -7.060798568171232148e+01 9.736952009736993263e-01 0
12 -7.083290736575116853e+01 1.273004734558971229e-01 1
6 -1.262244386562745433e+02 1.340860673980135143e-01 4
25 -7.060798677989967587e+01 5.183766859513223579e-01 1
4 -2.451280178537432448e+02 9.859780405417966076e-01 4
28 -7.060798556848381224e+01 4.480685890744648958e-01 3
19 -7.060860488882798336e+01 9.413961923236010554e-01 2
17 -7.061065496052802359e+01 6.138434597611051036e-01 4
29 -7.060798555598105963e+01 7.925402219752119004e-01 3
9 -8.581185749848924615e+01 9.167872829614362451e-02 4
4 -3.503735614214938323e+03 4.632207847533402756e-01 1
8 -9.602663521013825232e+01 4.792604308737721808e-01 1
26 -7.060798570884938385e+01 9.282938860976315265e-01 4
23 -7.060798614123338268e+01 7.638426121330541552e-01 0
13 -7.062150794618199257e+01 3.021670702918504148e-01 4
3 -3.889140663066542857e+03 6.778466792861425061e-01 0
0 -1.692014177185566630e+06 3.169093111617351521e-01 4
11 -7.297360629068501225e+01 6.465518590714911529e-01 4
22 -7.060800347204667560e+01 7.387546782525209466e-01 1
28 -7.060798562628352215e+01 3.233058757672533368e-01 3
19 -7.060836973350023982e+01 1.666677759403865366e-01 2
12 -7.121017814758329223e+01 2.515437442692016745e-01 4
7 -1.085219160020383811e+02 5.364144911102758373e-01 4
1 -3.369621029581331823e+04 7.105343454519325030e-01 4
7 -1.591475060954890921e+02 7.362496317024068426e-02 1
2 -5.346379137275182984e+03 4.337889909759922169e-01 1
5 -1.046661135483181511e+02 4.224445228457314183e-01 0
1 -9.951512608532885497e+04 9.763250961460796518e-01 3
1 -4.008002141637018940e+04 7.385075957644894329e-01 2
26 -7.060798586642704322e+01 4.099630843609074482e-01 4
9 -7.787990234102065301e+01 8.817893067672089025e-01 2
1 -1.887266958037602017e+05 7.517874934600868864e-01 2
5 -5.617512855690218885e+02 2.790158613276449984e-02 4
8 -1.173544700766437501e+02 4.338979267427356956e-01 4
15 -7.063217758205570362e+01 4.126472782091585856e-01 2
12 -7.092484665322517401e+01 3.317569257821399442e-01 1
22 -7.060800333371086879e+01 3.446625326336156259e-01 0
3 -1.023368767912793828e+03 9.529243991118067914e-02 1
2 -1.818193652664345427e+04 4.520471838958134980e-01 4
28 -7.060798557633631845e+01 9.327447026197759339e-01 1
16 -7.061205759894852463e+01 5.408382695346500846e-01 1
8 -1.055521298274422577e+02 2.870132046789244384e-01 2
1 -8.499951921250428131e+04 3.356167233766128577e-01 2
16 -7.061068713170134004e+01 1.652597774964920940e-01 4
27 -7.060798578636570255e+01 2.567293535522798820e-01 2
15 -7.062591562684298196e+01 3.465963193497747508e-01 0
10 -7.451059869119946200e+01 4.268656170668390648e-01 4
26 -7.060798612495764814e+01 9.267252321330400333e-01 1
8 -9.222316402217830955e+01 8.070604517011127632e-02 2
14 -7.067509428932521587e+01 8.735528505424716705e-02 2
6 -3.147168694993757754e+02 2.036208605816886355e-02 2
12 -7.090712009597342558e+01 2.023466231721550712e-01 1
2 -1.847890423153231268e+03 8.623201422553791184e-01 0
9 -7.084484482624105794e+01 4.260203759258338607e-01 3
20 -7.060800332475704977e+01 8.709507989045744969e-01 4
10 -7.564333518286332492e+01 3.235143470209786987e-01 3
6 -2.516293878645551274e+02 7.563347379356456512e-01 1
26 -7.060798579364168859e+01 5.421430160991040914e-01 4
29 -7.060798557667780528e+01 8.430687817328627043e-01 4
4 -1.685944702129076404e+03 3.441828506475341776e-01 1
26 -7.060798557046763335e+01 9.132795638154078688e-01 4
1 -2.087911686197981762e+05 8.430870168231557882e-01 3
10 -7.676840402152238596e+01 4.164510816551947325e-01 1
20 -7.060811811957233886e+01 1.609750039480775108e-01 4
12 -7.124728978533120483e+01 4.725235708423576320e-01 4
2 -2.454451826183160301e+04 3.319503063647477603e-01 1
28 -7.060798566128514153e+01 5.669325718692794780e-01 0
21 -7.060803463659524937e+01 7.415665555452106705e-01 0
29 -7.060798555730360704e+01 8.328844987352042040e-01 3
23 -7.060799475581626439e+01 9.560687356552681759e-01 4
0 -1.639075490915388400e+03 5.233050520913742343e-01 4
19 -7.060819183872906990e+01 3.596320190984164111e-01 2
13 -7.084049527617018782e+01 1.782320473958566576e-01 4
12 -7.105862758580873617e+01 4.506700153066565129e-01 2
12 -7.123041554195611980e+01 7.515695862675590977e-01 0
0 -2.263538587514319457e+06 3.444943928842545411e-01 4
6 -3.739390986403924444e+02 6.831950203809317168e-01 1
18 -7.060989197070514933e+01 8.814820026440284284e-01 0
16 -7.062132556914656334e+01 2.377146272218113587e-01 0
12 -7.096781724947845760e+01 2.932115054225130080e-01 3
22 -7.060799975786409277e+01 2.848186933783609098e-01 3
6 -2.806053303665214571e+02 7.761521576568853886e-01 0
22 -7.060800960954932748e+01 9.091293080365119295e-01 1
1 -9.073224653776685591e+04 8.193718672642074097e-01 4
14 -7.061842254069841829e+01 5.631684846033309100e-01 3
20 -7.060809891920918346e+01 5.178952381018335771e-01 3
29 -7.060798559889340709e+01 8.158023486740466623e-01 3
11 -7.099575912662699295e+01 4.876075231175575064e-02 1
8 -1.160393076749510186e+02 7.222766187579252595e-01 2
21 -7.060806204553639986e+01 2.497831252185516160e-01 1
17 -7.061139536331680233e+01 4.124657362871086974e-02 2
14 -7.065683829304396113e+01 1.089886311234611327e-01 2
27 -7.060798584290029112e+01 6.165094312451927516e-01 1
23 -7.060798692180630098e+01 9.107606041778462114e-01 0
24 -7.060798709725753497e+01 2.089615953159962569e-01 1
20 -7.060815378835694389e+01 6.879014495290939335e-01 0
27 -7.060798569831182192e+01 5.282200938453485151e-01 2
27 -7.060798572352949520e+01 5.480844855535966786e-01 2
4 -1.217067505493413591e+03 3.211253107360434456e-01 0
3 -7.448967361411451748e+03 3.025212464157170378e-01 3
12 -7.092663201461340350e+01 6.014253264051627745e-01 1
17 -7.061259136663829850e+01 9.709542368317987115e-01 1
4 -5.083099827146940015e+02 8.823121094427702760e-01 4
0 -3.226490663580963737e+05 7.241725532558724865e-01 3
13 -7.090093291505228024e+01 5.471010943616860800e-02 3
12 -7.079248629562778206e+01 8.183511961501759302e-01 0
26 -7.060798573662347621e+01 7.286836783375072457e-02 3
10 -7.502005125600801705e+01 3.751755872602888786e-01 0
2 -1.990745301975417476e+02 1.839484708467819807e-01 1
0 -3.151591634675208945e+06 6.882784730167627041e-01 4
8 -1.047294940719320095e+02 4.704557954710515411e-01 1
6 -4.547229194153612752e+02 6.223761779429138885e-01 2
11 -7.214701478170434257e+01 5.932297946895845886e-01 2
2 -3.707028651793175231e+04 6.515650542070164919e-01 4
7 -7.461049982826972382e+01 3.603592405695379419e-01 0
13 -7.082761531746599815e+01 2.060086664237397724e-01 0
15 -7.065296333036670262e+01 1.492076312846313257e-03 1
5 -6.247743101855932082e+02 4.097642141351669903e-02 0
2 -2.767151770740337815e+04 9.798633153519964445e-01 0
3 -4.204501897155504594e+03 4.302512931974759036e-01 0
20 -7.060805506482338956e+01 2.155131704725925523e-01 3
0 -3.355115808749982156e+06 9.622502539324888637e-01 0
16 -7.061970256646648636e+01 1.513798924658971146e-02 1
11 -7.133041442656721642e+01 3.212545609605292896e-01 2
17 -7.061226000625140387e+01 8.788986486309117163e-01 4
10 -7.347370718112446752e+01 8.981190397070442089e-01 2
7 -7.537668166046950091e+01 1.115522506925404889e-01 1
28 -7.060798566985212688e+01 6.806570701465591844e-01 2
27 -7.060798567918112667e+01 6.355538000803711007e-01 0
8 -7.635247084596977629e+01 7.345433482377550227e-01 1
14 -7.064668666926837659e+01 6.678433783657110601e-01 4
0 -2.458429429296065355e+05 6.419530512572815262e-01 1
4 -4.380470742025097479e+02 7.579425014279923545e-01 4
25 -7.060798583157423991e+01 4.635061875392197939e-01 3
2 -2.651349569389698081e+04 3.910537843605554897e-01 3
6 -1.205566401716666434e+02 9.326061422628861841e-02 1
7 -1.583051057000493813e+02 5.636223437665383029e-01 1
27 -7.060798574077558953e+01 2.800266081245972316e-02 4
26 -7.060798575083603623e+01 3.403590722590758566e-01 3
4 -1.751570977897754801e+03 6.882079876475165614e-01 2
18 -7.060981761986670335e+01 6.023191390514091026e-01 0
19 -7.060844335080570033e+01 7.852829950990898311e-01 4
2 -1.531616071375326828e+04 5.398248883867372561e-01 0
13 -7.088453665595994835e+01 9.534833518366405691e-01 4
21 -7.060802354763571032e+01 1.956976613650553143e-01 0
22 -7.060799763912743288e+01 6.667879835471682282e-02 4
16 -7.061275960619468606e+01 7.640008143967156329e-01 0
14 -7.063821495269493767e+01 2.479253721288294243e-01 0
26 -7.060798585250910264e+01 9.008606723086587387e-01 3
22 -7.060798647014156870e+01 1.509767699262156426e-01 0
8 -1.139256327282464980e+02 5.277705304049731261e-01 4
1 -3.249781426132039633e+04 4.157104075991056025e-01 0
2 -1.077736799102478653e+04 4.335525882741422254e-01 0
28 -7.060798567421944938e+01 2.977159224417724737e-01 2
7 -8.947007117642736773e+01 2.628272563583444049e-02 3
13 -7.063502299391385009e+01 9.068326550748739834e-02 2
19 -7.060840126919292459e+01 9.670497560743487320e-01 0
18 -7.060862362042053064e+01 2.806476673342270245e-01 0
0 -1.659574572512340732e+06 8.181247243475739950e-01 4
0 -5.845754374803724932e+04 6.523461343737047002e-04 4
5 -1.004320880197603174e+03 2.545344105434518278e-01 2
12 -7.148289323487310298e+01 3.315726758450885936e-01 4
10 -7.586607520008539041e+01 7.225420510177293920e-01 3
19 -7.060836924183132624e+01 2.955436189694278237e-01 0
11 -7.204226807883654260e+01 6.983148886114235454e-01 2
0 -6.354063570372976363e+06 5.107526065758642986e-01 4
5 -1.453442900686876840e+02 9.219531951435113726e-01 1
21 -7.060800320764818139e+01 7.139283749077665053e-01 1
5 -1.222652338011947677e+03 3.226147759003588078e-01 1
19 -7.060866516209664212e+01 5.954597117196616107e-01 4
2 -1.220451218494453860e+04 2.318446011215256342e-01 1
0 -8.851372092326835627e+03 6.802280230038362241e-01 0
13 -7.089959696222007324e+01 4.556786464372978296e-01 3
15 -7.061656832057357747e+01 1.067075626575763291e-02 0
15 -7.065122928863826246e+01 3.315767676122636232e-01 0
23 -7.060798853680105935e+01 2.515535477774657469e-01 3
29 -7.060798560205350327e+01 1.806254949006795840e-01 0
29 -7.060798558183711293e+01 8.033151456826584935e-01 1
19 -7.060838345044260222e+01 2.940335855302235180e-01 1
1 -5.072271946502973151e+04 9.061281246396709621e-01 4
14 -7.066102847348975047e+01 2.285141861286715259e-01 2
23 -7.060799244699512656e+01 9.585991447375450392e-01 2
26 -7.060798594674388085e+01 1.618065089776141718e-01 2
21 -7.060803701957493672e+01 8.883957144066352285e-01 1
9 -7.193506908423022139e+01 7.873714481145283051e-01 4
23 -7.060799748442728685e+01 3.772358530146066036e-01 2
14 -7.070646115802645681e+01 4.350168278241229314e-01 4
