# m c logL logPrior
-1.419975179761241968e+01 4.050222757965764586e-01 -6.381066819171105453e+04 -1.008164755568985660e+00
-1.275933642511338029e+01 -8.913158154559223334e+00 -6.376287793509379117e+04 -8.140033300461255727e-01
-1.297629943444153966e+01 -7.176261412795576611e+00 -6.338178713015640096e+04 -8.419217350614391915e-01
-1.253202849171857736e+01 -9.548572540795602137e+00 -6.284839171588312456e+04 -7.852586905862308786e-01
2.209993223596874401e+01 -5.956829652163019517e+00 -6.267590038836625899e+04 -2.442035024172051649e+00
-1.357773734576307945e+01 -2.562547582288918768e+00 -6.259925006891209341e+04 -9.217747571526471173e-01
-1.405754921304880867e+01 9.645981710884203864e-01 -6.219156913150625041e+04 -9.880734493864458123e-01
-1.338535636710316368e+01 -3.284999032611895409e+00 -6.202043366407934809e+04 -8.958388253717458616e-01
-1.399193261496261087e+01 7.128264041723415545e-01 -6.199722320490152924e+04 -9.788708915082721118e-01
2.133288836999824412e+01 -1.572509421461336210e+00 -6.188067344596465409e+04 -2.275460631034031511e+00
-1.354126910494315439e+01 -2.041049362902831454e+00 -6.177571171376411803e+04 -9.168298448624399022e-01
-1.412402972056415607e+01 2.272785656487326555e+00 -6.126448486827928718e+04 -9.974410777368978298e-01
2.095230984309814559e+01 2.785569730957759838e-01 -6.116554731730443746e+04 -2.194996438805937089e+00
-1.223872296985065056e+01 -9.607460763604848353e+00 -6.084420398604623188e+04 -7.489316996637496171e-01
2.192161136200236626e+01 -6.618272598713335952e+00 -6.072721785306633683e+04 -2.402785223533355996e+00
-1.435926984005621954e+01 4.512614075540966496e+00 -6.055188751183096610e+04 -1.030943151697740756e+00
-1.407242496810850874e+01 2.643539880078255244e+00 -6.051074055934215721e+04 -9.901657224152187187e-01
1.955791246477438250e+01 8.495905167472098896e+00 -6.021087455903471709e+04 -1.912559699898885857e+00
-1.404832008922522313e+01 3.127957487192074559e+00 -5.983429623631104187e+04 -9.867764866466449680e-01
-1.388703826479921588e+01 2.088632616544467524e+00 -5.980239301691249420e+04 -9.642491588399881852e-01
-1.384811207708256831e+01 2.134028309400757273e+00 -5.948477965910980129e+04 -9.588510404972003798e-01
-1.290023231707900209e+01 -4.023014727905914967e+00 -5.941911767279869673e+04 -8.320799691730472736e-01
1.969470857332865421e+01 6.528263914725448203e+00 -5.905099848307034699e+04 -1.939407728941725972e+00
1.957646939202370362e+01 6.629665346277869631e+00 -5.834508929752581753e+04 -1.916190769284204398e+00
-1.263666655468228939e+01 -4.035244411498450035e+00 -5.762147335254937207e+04 -7.984267080711299203e-01
1.955990814479182660e+01 5.973279383630551109e+00 -5.754085655215640872e+04 -1.912950033163468122e+00
-1.181868528403123975e+01 -9.213339589295388876e+00 -5.752068175000063638e+04 -6.984066092148830673e-01
-1.333538742480423345e+01 7.066617514928730248e-01 -5.744653026268920803e+04 -8.891627888481342668e-01
-1.417373765480838266e+01 6.393239685875958145e+00 -5.733534690224510268e+04 -1.004474195536665171e+00
-1.437955150979716379e+01 7.784101250533982608e+00 -5.732922953007667093e+04 -1.033857508114549573e+00
-1.420993426637382484e+01 6.759089748136210218e+00 -5.721122690343713475e+04 -1.009611159273325010e+00
-1.226514726160909596e+01 -5.820508530006910597e+00 -5.696885613506327354e+04 -7.521691867447853896e-01
2.043686913118564163e+01 -3.542189247909508509e-01 -5.694809056500870065e+04 -2.088328099426042250e+00
-1.366499032715849005e+01 3.476766791884615238e+00 -5.684454664107607096e+04 -9.336598032066755204e-01
1.886696996556453598e+01 9.618283287479158616e+00 -5.666663657219676679e+04 -1.779812778407571239e+00
-1.234190162776989830e+01 -4.905033372180556128e+00 -5.653114490984089934e+04 -7.616126789477463133e-01
-1.342871128702304873e+01 2.433768536842237484e+00 -5.630923734614426940e+04 -9.016514341511012720e-01
-1.445475444522520903e+01 9.370782493238262845e+00 -5.625062250804258656e+04 -1.044699630358789655e+00
-1.221338328879827628e+01 -5.411580022326518247e+00 -5.619222228675348742e+04 -7.458336567954849672e-01
-1.149518829803943198e+01 -9.931621675947813088e+00 -5.609400434827448771e+04 -6.606967700369134056e-01
-1.405325985065732652e+01 7.101179027067544780e+00 -5.581050443434334738e+04 -9.874705621504860087e-01
-1.149863702869155446e+01 -9.315062313982057418e+00 -5.547032413638239814e+04 -6.610932675879827025e-01
1.867127498148174780e+01 9.525912016755002654e+00 -5.525650879798748792e+04 -1.743082547170531127e+00
-1.171985768782837667e+01 -7.564182655247559062e+00 -5.512325981843150657e+04 -6.867753211147494818e-01
-1.285711666006726794e+01 3.931541184874283168e-01 -5.455151794276940927e+04 -8.265272440528963482e-01
1.973581834418351022e+01 1.746355613139827012e+00 -5.438096718397864606e+04 -1.947512628573051963e+00
-1.347418439728168060e+01 4.981170010078747268e+00 -5.405988300952223653e+04 -9.077682258597454812e-01
-1.329309030309722139e+01 3.778448525405634584e+00 -5.405422762081719702e+04 -8.835312490314868317e-01
-1.295107688710236538e+01 1.532381939874709609e+00 -5.403089560047934356e+04 -8.386519626781855363e-01
1.837335871570848056e+01 9.809584610657921644e+00 -5.357709909245589370e+04 -1.687901552480504108e+00
-1.236634346827739961e+01 -1.849160963188741569e+00 -5.356647197364816384e+04 -7.646322538770353727e-01
1.989672093327756031e+01 -1.908107606256361777e-01 -5.350739034713504225e+04 -1.979397519483627521e+00
-1.317906938907636594e+01 4.111379875944638052e+00 -5.297684388977242634e+04 -8.684393498104484577e-01
-1.150692919318550622e+01 -6.805604797797503380e+00 -5.294075878895964706e+04 -6.620470972849242797e-01
-1.389361788905445394e+01 9.098402876712377463e+00 -5.279906482832991605e+04 -9.651630902352698049e-01
-1.124700063759585511e+01 -8.296172967822430522e+00 -5.275938116133204312e+04 -6.324751167104077920e-01
-1.345792775090280458e+01 6.261898710136508228e+00 -5.269931638918240060e+04 -9.055790967425991767e-01
1.852547593617635613e+01 7.753031572899145019e+00 -5.248324957166458626e+04 -1.715966293309246327e+00
1.938072875826956931e+01 2.171638625230658981e+00 -5.247407461195101496e+04 -1.878063236008085779e+00
-1.155946727646489691e+01 -5.740497859182196017e+00 -5.220758058322605211e+04 -6.681064185783138765e-01
-1.387923706644901323e+01 9.708119099253179840e+00 -5.212177961883114040e+04 -9.631661077334610077e-01
1.950371962726542208e+01 8.717271680152713920e-01 -5.199165782872653654e+04 -1.901975396494892001e+00
1.906755964189861885e+01 3.620481434974017532e+00 -5.187545325893933477e+04 -1.817859153486804935e+00
-1.357182168442187020e+01 8.152854677329269606e+00 -5.161815621796870983e+04 -9.209717191687183391e-01
-1.227908604526300884e+01 -4.493853892685585882e-01 -5.160725441001728905e+04 -7.538797705348636580e-01
1.848568286607265065e+01 7.055326202499857757e+00 -5.152691852256717539e+04 -1.708602355125059757e+00
-1.323600655872002818e+01 6.127242785841431783e+00 -5.139178168997485773e+04 -8.759593481123980618e-01
-1.133499980075272973e+01 -6.355373481971756000e+00 -5.137339169077335828e+04 -6.424111024153220662e-01
-1.264237155114421363e+01 2.187306212423622220e+00 -5.137290019635038334e+04 -7.991477921859027056e-01
-1.179702194671797599e+01 -3.286346478036102248e+00 -5.129687654241309792e+04 -6.958486340567279216e-01
-1.083601015016612479e+01 -9.275838378634258419e+00 -5.109335078875042382e+04 -5.870955798725163710e-01
-1.249209725182826602e+01 1.939893053453449978e+00 -5.064850660087411234e+04 -7.802624687456767294e-01
-1.127195132896309460e+01 -5.886916055464684661e+00 -5.050417744103047880e+04 -6.352844338125643864e-01
-1.238178989323573198e+01 1.495868251145838768e+00 -5.037276607035512279e+04 -7.665436048011726733e-01
-1.179439173989433165e+01 -1.961553059118697373e+00 -4.998200423983324436e+04 -6.955383825704382073e-01
-1.280660810804533511e+01 5.134232823800368273e+00 -4.959724457842621632e+04 -8.200460561652624936e-01
1.827669705032524661e+01 5.717988654632655710e+00 -4.888550540611685574e+04 -1.670188275346837781e+00
-1.318128894882479685e+01 8.500039364401715147e+00 -4.880865252012808924e+04 -8.687318917620535652e-01
1.905707739013615765e+01 8.296898611429757986e-02 -4.839094551200298883e+04 -1.815860993268193502e+00
-1.082870986010603787e+01 -6.413327688915177127e+00 -4.822455251752046752e+04 -5.863047861717887166e-01
1.814391919837324707e+01 5.888985800976906049e+00 -4.821959837834811333e+04 -1.646009019385486383e+00
1.967781072116001440e+01 -4.328562043612872223e+00 -4.813759977174594678e+04 -1.936081173889000029e+00
-1.229615600255108632e+01 3.282892202663433068e+00 -4.813458925359532441e+04 -7.559772621953655403e-01
1.837303533161281877e+01 4.137754420931000432e+00 -4.797131227868813585e+04 -1.687842136483464817e+00
-1.111941036558820528e+01 -4.208040243873472086e+00 -4.790960181289768661e+04 -6.182064343917520466e-01
-1.221805369758688187e+01 3.062819128877201091e+00 -4.785456682193718007e+04 -7.464041807855823496e-01
-1.253825167184204759e+01 5.375684925777023615e+00 -4.769101502706484462e+04 -7.860387749322493844e-01
-1.125785966495843304e+01 -2.867774413675971079e+00 -4.748939598765510891e+04 -6.336970211794901164e-01
-1.295996847932365625e+01 8.569772519695707302e+00 -4.736752283103499940e+04 -8.398039149253135882e-01
-1.067601998344815861e+01 -6.361948393191332762e+00 -4.722855480849545711e+04 -5.698870134349222072e-01
-1.030633164688716974e+01 -8.481115133931240280e+00 -4.698665790155153081e+04 -5.311023600781400456e-01
-1.155281049703660123e+01 -2.403160490746047984e-01 -4.683183848267079884e+04 -6.673371519021953358e-01
1.966019524836371701e+01 -5.696241333190591227e+00 -4.677378996751893283e+04 -1.932616386018916277e+00
-1.052598591244637305e+01 -6.580661405293824373e+00 -4.651572249288675084e+04 -5.539818971450976015e-01
-1.072809140740102940e+01 -5.154179245478168525e+00 -4.639846370716952515e+04 -5.754597262277590941e-01
-1.034329040675508615e+01 -6.686341758695110826e+00 -4.550394612061380030e+04 -5.349182821923589293e-01
-9.832388496864481908e+00 -9.650308596949583873e+00 -4.521793161283863446e+04 -4.833793177663648910e-01
1.994159299951545705e+01 -9.527485382027004235e+00 -4.506214286778120004e+04 -1.988335656791619277e+00
-1.081688943254732571e+01 -3.133143893370054389e+00 -4.504544898475140508e+04 -5.850254849797700274e-01
-1.216409264973861859e+01 6.177959881773649187e+00 -4.467942460302259133e+04 -7.398257499571253559e-01
-1.120528930508324983e+01 -5.408214775933206653e-02 -4.455039595683977677e+04 -6.277925420530653389e-01
-1.212052391787179140e+01 6.059510708781363775e+00 -4.452386612344098103e+04 -7.345355002185106619e-01
-9.852215790689250241e+00 -8.739821004741298083e+00 -4.447898759802684799e+04 -4.853307799315330628e-01
-1.136028663858399490e+01 1.210397345197491203e+00 -4.432969581681670388e+04 -6.452805625539500545e-01
-1.002147952091245386e+01 -7.417899249261582284e+00 -4.425510123176398338e+04 -5.021502589403384897e-01
-1.105084945224170312e+01 -7.001447574586716627e-01 -4.421489031831267494e+04 -6.106063680805536853e-01
-9.950803931222163001e+00 -7.749825943180201904e+00 -4.414271747293604858e+04 -4.950924943881322426e-01
1.707441691000799722e+01 8.470442667202879861e+00 -4.413496107019632473e+04 -1.457678564083835226e+00
-1.009399083841812406e+01 -6.782226911383862245e+00 -4.409665381774369598e+04 -5.094432552303450601e-01
-1.148388409387535702e+01 2.348883503376125503e+00 -4.404071171184974082e+04 -6.593979694078170306e-01
-1.120385841749218159e+01 5.356334790435038906e-01 -4.400649654623268725e+04 -6.276322171960520002e-01
-1.072594702504948039e+01 -2.476081318097820727e+00 -4.389688968104792002e+04 -5.752296979208390004e-01
-1.065305030247107787e+01 -2.923527917532378506e+00 -4.387184938648590469e+04 -5.674374037348957067e-01
1.816865711019174867e+01 1.046334667716580791e+00 -4.386234662092193321e+04 -1.650500505938605755e+00
-1.020173908789645267e+01 -5.772268540397081260e+00 -4.380375673709489638e+04 -5.203774020875717721e-01
-1.078478608527407268e+01 -1.872147538590927862e+00 -4.369664814339621807e+04 -5.815580545256061606e-01
-1.230050634002301457e+01 8.983210259251352525e+00 -4.302411230018995411e+04 -7.565122811047317875e-01
-1.120363245812202990e+01 1.724638445920747110e+00 -4.293904860769362858e+04 -6.276069012834274430e-01
-1.154558756109335249e+01 4.212769252975444800e+00 -4.274905498822942900e+04 -6.665029606543678709e-01
-9.885438898905787752e+00 -6.645828633303889177e+00 -4.273844062496166589e+04 -4.886095111199983410e-01
-9.752001514554448747e+00 -7.477888552422053969e+00 -4.271679303434789472e+04 -4.755076676993613694e-01
-1.058157284641478491e+01 -2.064662685174424528e+00 -4.267155763250994642e+04 -5.598484195199133762e-01
1.903433408956060546e+01 -6.132441599386261544e+00 -4.263329375414189417e+04 -1.811529371165044644e+00
-1.132585159383964069e+01 2.905765882779707265e+00 -4.261088560135379521e+04 -6.413745716283995035e-01
-1.126920112051892886e+01 2.545304866125926324e+00 -4.259693308520877326e+04 -6.349744694735253159e-01
1.770701937004367466e+01 2.670817315251172275e+00 -4.259457293297626165e+04 -1.567692674855509560e+00
