# m c logL logPrior
3.503834920975387401e+00 1.056022341180761881e+00 -7.870511643678015901e+01 -6.138429576723299086e-02
3.526479704103674617e+00 1.152221036101334084e+00 -7.870006668066722000e+01 -6.218029551727569798e-02
3.480173601240314607e+00 1.248460356543187544e+00 -7.869888636455462461e+01 -6.055804147384989677e-02
3.490084060181505965e+00 1.304089970774222618e+00 -7.869700976606998211e+01 -6.090343373566512591e-02
3.546241549562726192e+00 1.017057783400315829e+00 -7.869168901943747585e+01 -6.287914563922523958e-02
3.498130884324113676e+00 1.281682700141516307e+00 -7.868809480472239670e+01 -6.118459841931103010e-02
3.479305552628856990e+00 1.268016184684750192e+00 -7.868528387041091321e+01 -6.052783564276997819e-02
3.501555163743731214e+00 1.269619774663639289e+00 -7.868463879155945051e+01 -6.130444282370194758e-02
3.552754889596707155e+00 8.843381536227559181e-01 -7.867937146134696036e+01 -6.311033652776655567e-02
3.515311250586624414e+00 9.934505136370733736e-01 -7.867280016189641856e+01 -6.178706594250449324e-02
3.523444683686757450e+00 1.168503896855741964e+00 -7.867083579422732953e+01 -6.207331219500236696e-02
3.520133831707473959e+00 1.186168301009544956e+00 -7.867043379851563145e+01 -6.195671096565770475e-02
3.526827056601280042e+00 9.404052172851836700e-01 -7.866863955368546613e+01 -6.219254543587424133e-02
3.484857553525157581e+00 1.195480957066863859e+00 -7.866818819734693591e+01 -6.072116084180673168e-02
3.554019480142651677e+00 9.228253856522187215e-01 -7.865664680182123902e+01 -6.315527232616721665e-02
3.528814348969909531e+00 1.137365868789005585e+00 -7.864749169097463266e+01 -6.226265354747963915e-02
3.487861057359449291e+00 1.306255807048128492e+00 -7.864553311829159554e+01 -6.082587377722287886e-02
3.500849257528786396e+00 1.271173627486176461e+00 -7.864476267662098508e+01 -6.127972761969927712e-02
3.542380384440127372e+00 1.046382957137691250e+00 -7.863695523245954178e+01 -6.274229394033092877e-02
3.518901429715562745e+00 9.767107562614252281e-01 -7.863209948814217398e+01 -6.191333636027116644e-02
3.553808210501899545e+00 9.224638382394383385e-01 -7.862386960893786636e+01 -6.314776398515357936e-02
3.546907875787543851e+00 8.824284772735955240e-01 -7.862386524878216676e+01 -6.290277739661853662e-02
3.479895831927651617e+00 1.263109854782991315e+00 -7.862256845631200974e+01 -6.054837500533721828e-02
3.553736689890790057e+00 9.241311360430850552e-01 -7.862121615842312394e+01 -6.314522230537975012e-02
3.550432154953106156e+00 8.827704721503993879e-01 -7.861263418792007940e+01 -6.302784243462478120e-02
3.484355763968746356e+00 1.307279611356834126e+00 -7.861031923313632319e+01 -6.070367544951112138e-02
3.499428511488698046e+00 1.085937366265750326e+00 -7.860779551824987266e+01 -6.122999953510002702e-02
