m	c	logL
-3.30237737804445288248e+01	9.14869068518356165498e+00       -8.198678e+06
-2.72998031477472764550e+01	-6.88029697834424247560e+00       -6.735833e+06
-2.49964568378420111117e+01	-9.16497188496233938793e+00       -5.939351e+06
-2.61804531210148851983e+01	4.60488080337986538382e+00       -5.587745e+06
-2.53424324287405404732e+01	-7.03051995647397731659e-01       -5.572801e+06
-2.49254844821059897697e+01	-3.02137632164828229264e+00       -5.547720e+06
-2.47261361273601458777e+01	-1.45622741422975798820e+00       -5.382276e+06
-2.46902493008286469944e+01	1.27476853603780093671e+00       -5.214970e+06
-2.36489949172359423812e+01	-1.56548271277017114755e+00       -4.990887e+06
-2.26877621727618041803e+01	-7.00345588688884213013e+00       -4.942779e+06
-2.21302606794994076722e+01	-9.52471882855629203846e+00       -4.881476e+06
-2.42913177068439551931e+01	8.83962073730311281849e+00       -4.663834e+06
-2.25365732718621600839e+01	-1.14090909545973318018e+00       -4.573930e+06
-2.37161539464532857835e+01	8.94300279244314033633e+00       -4.459507e+06
-2.18382065784993031343e+01	1.32963979900826867464e-01       -4.270305e+06
-2.21812264483327972187e+01	3.46392963747278681552e+00       -4.217412e+06
-2.25575134165599067160e+01	6.65476826784053532293e+00       -4.183906e+06
-2.14777148536749322716e+01	8.51697414711176215008e-01       -4.114681e+06
-2.12461037310623233054e+01	5.06140114621548287133e-01       -4.055889e+06
-2.07415525782813752187e+01	1.49686497279891028711e+00       -3.845252e+06
-1.86380707748417968617e+01	-8.96603995286202959392e+00       -3.684979e+06
-2.04696347754779495176e+01	3.84614610764102948792e+00       -3.649226e+06
-1.89410480113901087407e+01	-2.28853437309398888289e+00       -3.464898e+06
-1.92269651156178191798e+01	-1.16015884677926894852e-02       -3.447104e+06
-1.83286622034830237737e+01	-5.47508923779453571257e+00       -3.426803e+06
-1.81865064778867484563e+01	-4.72372838585643073372e+00       -3.350150e+06
-1.77162139956482249659e+01	-7.72851891493194731453e+00       -3.347252e+06
2.57126140846599540168e+01	3.20009232531418819079e+00       -3.328757e+06
-1.97573379306284131474e+01	7.94458366456768683150e+00       -3.251041e+06
-1.98131871955816762920e+01	8.85751089560863391625e+00       -3.227873e+06
-1.72405152416896214618e+01	-7.73882719482151149037e+00       -3.208227e+06
-1.95667065781565696625e+01	7.78790718048631624981e+00       -3.202329e+06
-1.85280809811475144500e+01	9.05521306112586854553e-01       -3.199744e+06
-1.71663329069156773699e+01	-7.42550365199337658595e+00       -3.172823e+06
-1.86507029391615617442e+01	2.36554462551468924758e+00       -3.171625e+06
-1.93090128399536560266e+01	8.55162995251356328197e+00       -3.095698e+06
2.64044133379738283907e+01	-6.88325755104627212688e+00       -3.091347e+06
-1.88027936964829649469e+01	5.28953636386479075782e+00       -3.089652e+06
-1.87497812928080023198e+01	7.19581600932472564836e+00       -2.994453e+06
-1.65690459430229282134e+01	-7.16071171705861164725e+00       -2.991416e+06
-1.89920570704402962292e+01	9.04223467882790821193e+00       -2.985662e+06
-1.79097099786378173292e+01	2.27467184614204587234e+00       -2.965168e+06
2.54499152538186486083e+01	-4.15190434580145151244e+00       -2.936872e+06
2.38119992992101074947e+01	6.38176084034964308245e+00       -2.923046e+06
2.31572723005718046352e+01	9.76799791769080272275e+00       -2.885624e+06
2.52067056274912992819e+01	-4.00247820612576976629e+00       -2.875834e+06
-1.64552438823950843982e+01	-4.02462369454467960850e+00       -2.827215e+06
-1.74497007755147102159e+01	2.77618816429701009696e+00       -2.817646e+06
-1.56729900824439454254e+01	-8.88185889997696165210e+00       -2.817329e+06
-1.81861339781667901150e+01	7.74833159070624688525e+00       -2.816177e+06
2.45740199642348216003e+01	-2.74377835415893933657e+00       -2.754841e+06
-1.54098353360252584565e+01	-9.08004537322744198491e+00       -2.754486e+06
2.53492611679302228822e+01	-8.39172664128878054157e+00       -2.738201e+06
-1.53004232703061333609e+01	-9.18167926818629531738e+00       -2.729365e+06
-1.79170681171603760617e+01	8.71263672580624159991e+00       -2.705329e+06
-1.65056741804798363660e+01	-2.93492957186453740093e-01       -2.688197e+06
-1.78589204066734836829e+01	9.11099057313490412469e+00       -2.674245e+06
-1.57110489224239717743e+01	-5.06446454463998829709e+00       -2.670031e+06
-1.54387418126878408486e+01	-6.48461613668663794385e+00       -2.655632e+06
-1.48681080708220374476e+01	-9.78108358635147112636e+00       -2.639306e+06
-1.60659713112868232088e+01	-1.90023218723221831716e+00       -2.636335e+06
-1.61016948997925801734e+01	-8.61961007921002497767e-01       -2.604384e+06
2.25957204057897271809e+01	6.45939266335146111686e+00       -2.598918e+06
-1.50763157042427309307e+01	-6.24863177498996247294e+00       -2.551433e+06
-1.63599266099641482697e+01	2.45012109828267288236e+00       -2.541612e+06
2.18029763890997614340e+01	9.46752211590234438177e+00       -2.513156e+06
-1.44210938527779752860e+01	-7.63004821393166032806e+00       -2.438223e+06
-1.60951374047215409746e+01	3.40168534118717058590e+00       -2.437404e+06
2.34604641361680421596e+01	-3.56510016780626015631e+00       -2.432439e+06
-1.42272470218539783815e+01	-8.07506064469426831920e+00       -2.406679e+06
-1.45180069997900709211e+01	-5.56449464553201789130e+00       -2.382677e+06
-1.50405213352142101968e+01	-2.12840481531105041313e+00       -2.382082e+06
2.13894736407368633024e+01	8.60300503880960931724e+00       -2.374773e+06
-1.57890304016616234151e+01	3.06835326072844116752e+00       -2.373026e+06
-1.57801308819855474752e+01	3.45166171699739265932e+00       -2.356491e+06
2.22427922780980260598e+01	1.28288055756011587505e+00       -2.309869e+06
-1.63294185435757555069e+01	8.89676728505993175133e+00       -2.292219e+06
-1.49716656276228228251e+01	-7.73228420504314950534e-02       -2.288004e+06
-1.62859589374651463345e+01	8.76477352798352171703e+00       -2.286342e+06
-1.52277337911232670820e+01	1.91240445996046837251e+00       -2.277221e+06
-1.38668247593766462700e+01	-6.31209198406140714610e+00       -2.250466e+06
-1.46478390430196920846e+01	-9.27150174988276898347e-01       -2.240415e+06
-1.37991125689333902216e+01	-6.18922912919328105374e+00       -2.229470e+06
-1.50562719019461184189e+01	2.33958485853044750868e+00       -2.219946e+06
-1.58633126877514527564e+01	7.86806184378969675208e+00       -2.215826e+06
2.18456055094046490694e+01	1.26259067944789427074e+00       -2.212332e+06
-1.36053498676396937839e+01	-6.69681719780131601283e+00       -2.201594e+06
2.29288428663551542286e+01	-6.55120307297003812153e+00       -2.192523e+06
-1.48126809081159507286e+01	1.73387038884818434070e+00       -2.183270e+06
-1.49422588808712930586e+01	2.88947414159962745472e+00       -2.172737e+06
-1.51151572153872635340e+01	4.23844811756299755245e+00       -2.165804e+06
-1.38225260830879310703e+01	-4.29680557246510197444e+00       -2.165368e+06
2.04293906248074463861e+01	9.08908188453568399723e+00       -2.158968e+06
-1.53783137412754804529e+01	6.44073317125207456257e+00       -2.150365e+06
-1.58399598093229467821e+01	9.69934035692563156772e+00       -2.145645e+06
-1.57186923455136273731e+01	9.09106199870308984146e+00       -2.138125e+06
-1.40312673621419659042e+01	-2.07375606181174987341e+00       -2.134374e+06
-1.27676976821148926433e+01	-9.62336183711704329369e+00       -2.110101e+06
-1.51798135139556649165e+01	6.28122833843298522538e+00       -2.109032e+06
-1.55265513098421283900e+01	8.73982797863853555498e+00       -2.105012e+06
-1.41359796865415603406e+01	1.17760799444814406867e-01       -2.080821e+06
1.99709757336357078827e+01	9.83641737805084304114e+00       -2.078113e+06
2.16273041865063362366e+01	-1.50282279727693879323e+00       -2.062200e+06
-1.26736130922333725124e+01	-8.83987920672962523838e+00       -2.059687e+06
2.17939930015191194457e+01	-3.16390476802792841582e+00       -2.043339e+06
-1.45008653343600428798e+01	3.76174538035026273519e+00       -2.038233e+06
2.19393662849912445267e+01	-4.51134938766657178633e+00       -2.030657e+06
-1.46782040567659652908e+01	5.59612664675084214849e+00       -2.016014e+06
-1.40459693847211468665e+01	1.82123333162865197465e+00       -2.000509e+06
-1.22845859426580226170e+01	-9.18058816972810909363e+00       -1.982341e+06
-1.25650087283712981190e+01	-7.22022673130474856862e+00       -1.977050e+06
2.07325548360442830642e+01	7.11762963641911605706e-01       -1.933399e+06
-1.44472434287790125751e+01	6.55291547731282708611e+00       -1.931103e+06
-1.23018778178803476209e+01	-7.11634147872466371609e+00       -1.913997e+06
2.00798854540009834579e+01	4.28796320007740838776e+00       -1.908407e+06
1.96599370672487481215e+01	6.19906934272177512213e+00       -1.879811e+06
-1.20607391457071795315e+01	-7.27645800712477885952e+00       -1.865829e+06
-1.17468887854942138915e+01	-8.82664066017090576111e+00       -1.849583e+06
-1.28531715455033150874e+01	-1.00719042786850998539e+00       -1.828881e+06
-1.37540727357396228570e+01	4.98699114969098111771e+00       -1.828824e+06
-1.43556155777342961954e+01	9.10233855246377743242e+00       -1.827179e+06
-1.30349323520370248275e+01	4.33989215356311242022e-01       -1.820906e+06
-1.25046559649733950437e+01	-3.02741575798099127326e+00       -1.819897e+06
2.08904520465049650113e+01	-3.85290822151627798675e+00       -1.816988e+06
-1.15952769254079850469e+01	-8.58050018152658289239e+00       -1.808032e+06
-1.42487663227828900148e+01	9.20232791728472676596e+00       -1.800672e+06
-1.30334811155821039819e+01	1.43043903952257811518e+00       -1.787871e+06
-1.14224748410861405290e+01	-9.04335979971874870387e+00       -1.786145e+06
2.01061267595755666093e+01	-6.76940669130303263046e-01       -1.749792e+06
2.01415981172962439416e+01	-1.19100589056107342145e+00       -1.740900e+06
-1.33808511598504384921e+01	5.27802460246810234423e+00       -1.738688e+06
2.01176353428210603624e+01	-1.22572161375391441851e+00       -1.734671e+06
-1.35496133593791974192e+01	6.59189729111895950098e+00       -1.733077e+06
2.07935300871986044058e+01	-6.18458110578516340183e+00       -1.721823e+06
-1.27846769087298319789e+01	2.05482631521479497394e+00       -1.714368e+06
1.82802541759738730320e+01	9.32577215620442956379e+00       -1.685579e+06
-1.18151119592375888345e+01	-3.32222425245202224176e+00       -1.681747e+06
2.07296775726657038774e+01	-7.54878259265949491663e+00       -1.666132e+06
-1.24351627691047710300e+01	1.54426566293286704479e+00       -1.656985e+06
2.06092777281517562926e+01	-7.07740585946693911978e+00       -1.655436e+06
-1.19072650435702751537e+01	-1.19933170400274935474e+00       -1.633484e+06
2.04323281636907054803e+01	-6.72854554878426913689e+00       -1.629349e+06
-1.18428594502113142539e+01	-1.39108721025577497521e+00       -1.626187e+06
-1.19756471474275798528e+01	-4.75844520654011393646e-01       -1.624926e+06
-1.16316652783306633268e+01	-2.66975198264489010924e+00       -1.622786e+06
-1.11798310322068807920e+01	-5.20097270292667079872e+00       -1.609611e+06
-1.23038658475534248282e+01	2.78896030066324396302e+00       -1.591250e+06
1.90759077113587878216e+01	1.03383390542515996025e+00       -1.587984e+06
-1.05649047325213167881e+01	-8.09582752699542496089e+00       -1.575412e+06
1.88483047356652733129e+01	2.05280108394844962305e+00       -1.572955e+06
-1.04074621634971009598e+01	-8.85405453723070046124e+00       -1.567398e+06
-1.05878426333221575817e+01	-7.19524288292187819138e+00       -1.551776e+06
-1.16257514047512842126e+01	-3.10803752341010763871e-01       -1.548400e+06
-1.09445390368218316013e+01	-4.71703864248602044995e+00       -1.546596e+06
1.90811598639053237036e+01	-5.76537027555070746843e-01       -1.539987e+06
-1.29342930118725565336e+01	8.74310932663631668049e+00       -1.539921e+06
-1.20109865482244497770e+01	2.53418810353991474926e+00       -1.539613e+06
1.98336898618365751190e+01	-6.52755016378420194201e+00       -1.513849e+06
1.75675084577469817759e+01	8.39764170242942142863e+00       -1.510391e+06
-1.23927439700374879550e+01	6.11130611722935768171e+00       -1.509274e+06
-1.01837297725131961101e+01	-8.19772855432165847844e+00       -1.502073e+06
-1.28680837380803829717e+01	9.61313876304460279698e+00       -1.501235e+06
-1.08747090501523260286e+01	-3.56583434991218517496e+00       -1.497346e+06
1.75929148059888831312e+01	7.64818031227810379846e+00       -1.492486e+06
1.72231227983651393743e+01	9.98151702966301357378e+00       -1.490749e+06
-1.04530881923734870753e+01	-6.07141177746162785667e+00       -1.490161e+06
-1.11909751638163363907e+01	-1.13267093612004732250e+00       -1.486493e+06
1.93694177335624999614e+01	-4.76231166438696895682e+00       -1.473424e+06
-1.15232757832255341413e+01	1.55808912160452051054e+00       -1.471796e+06
-1.21120610323382589257e+01	5.56783581284691742042e+00       -1.469716e+06
1.85196611019466459425e+01	7.74826486111766521425e-01       -1.468738e+06
-1.02927570008591278139e+01	-5.98876922612191897599e+00       -1.456142e+06
-1.24330299747511769937e+01	8.21281807057310331288e+00       -1.456036e+06
1.98291544569543702892e+01	-8.66781273736070367875e+00       -1.451260e+06
-1.02423574354736075520e+01	-5.60919981084198049359e+00       -1.434923e+06
-1.22345890783743787011e+01	7.94424798901567896792e+00       -1.425147e+06
-1.03976417692614795385e+01	-4.07942332327561540950e+00       -1.419424e+06
-1.16628113452073751688e+01	4.35608053767294745029e+00       -1.417349e+06
1.79261090582708462193e+01	2.37262814247130116030e+00       -1.400361e+06
-9.73436381853903576200e+00	-7.67348032583650851990e+00       -1.398623e+06
-1.23493473785928706832e+01	9.69966878796824971687e+00       -1.397698e+06
-1.00782062238593272951e+01	-5.41871991902173366640e+00       -1.397626e+06
-1.16569773164415799727e+01	5.16524902085310078093e+00       -1.393099e+06
-1.09990232152583828906e+01	8.50960242277228662289e-01       -1.390816e+06
-9.50433130778363022273e+00	-8.54634660605125340282e+00       -1.380660e+06
1.76385923785630254201e+01	3.55343641077360761216e+00       -1.379663e+06
-1.12778466825845491428e+01	3.51122431750571184494e+00       -1.367847e+06
-1.10477177979459852963e+01	2.00122954185158086204e+00       -1.367120e+06
-9.86678504593495198094e+00	-5.73735245115430103624e+00       -1.366737e+06
-1.02979298249270332377e+01	-2.69455508080950600913e+00       -1.359883e+06
