# level_assignment log_likelihood tiebreaker ID
0 -9.897229017246926880e+10 9.698186975535562360e-02 0
14 -7.789338415945374550e+01 4.689874305604683769e-01 3
20 -7.632207501193360599e+01 6.209217323245663778e-01 2
20 -7.636299655529029451e+01 7.332384396270787974e-01 2
19 -7.641118173783689826e+01 4.337211562380408059e-01 1
24 -7.631490519574109044e+01 4.009256856288722637e-01 1
12 -1.062215651041335462e+02 8.259460588409789361e-01 3
0 -7.984964505351544189e+10 5.542047464219881370e-01 0
14 -7.675482760672250038e+01 3.783127341489296303e-01 1
20 -7.632376313598987849e+01 6.229799078378953636e-01 2
24 -7.631504637669073077e+01 6.109176331918599878e-01 3
5 -6.807628406503090810e+04 9.310607681386429135e-01 4
25 -7.631494224172345753e+01 8.907752086601847807e-01 1
22 -7.631884292849559870e+01 6.962203546644868402e-01 3
22 -7.631682904585150595e+01 6.692164136661469254e-01 2
27 -7.631493977990064081e+01 2.012051971846987378e-02 2
19 -7.636251183981251245e+01 3.201865959380031379e-01 1
29 -7.631490029462527502e+01 9.544971487587433634e-02 4
29 -7.631490273760663001e+01 5.053678020730441034e-01 2
0 -1.352683098664568634e+11 3.060921199134251924e-02 0
29 -7.631489973939778793e+01 3.817964525391203123e-01 4
26 -7.631499480519997292e+01 8.439819289972891880e-01 2
28 -7.631490534284517935e+01 9.238733733586922403e-01 1
26 -7.631498861781196297e+01 7.508232533314357360e-01 1
28 -7.631490347927278606e+01 1.318751572010044282e-01 4
25 -7.631506215214380973e+01 1.517556458205960856e-01 3
26 -7.631493108087137500e+01 5.768877336679578693e-01 2
22 -7.632090101218128098e+01 4.548093840505113561e-01 2
0 -8.207392275755667114e+10 1.240859725468117375e-01 0
29 -7.631490508590033528e+01 8.714464526273832945e-01 4
28 -7.631490973291167279e+01 2.808330803905764173e-01 1
22 -7.631796525587432711e+01 5.580850789768927456e-01 3
23 -7.631706426746335126e+01 4.968481452781203789e-02 3
27 -7.631491735036220803e+01 9.660471364046667730e-01 1
22 -7.631931004632332360e+01 4.480067319133775317e-01 2
0 -8.645945330966662598e+10 8.645313408066925831e-01 0
22 -7.631906798749636778e+01 6.429106629534517836e-01 1
26 -7.631499850542101626e+01 5.930428789036854553e-01 3
9 -7.647672378120851988e+01 7.326363746542047251e-01 4
0 -3.067855539789978027e+10 9.521759241171844357e-01 0
10 -5.198640312101553036e+02 8.662023705966532816e-01 3
11 -2.517281084626849292e+02 8.914582132697352890e-01 1
0 -2.292477826534564209e+10 6.360467753986238648e-01 0
5 -8.381100546288187616e+04 6.428877044471205116e-01 2
8 -2.869458613161639278e+02 7.653987695154383930e-01 4
8 -6.287457943468902158e+03 5.940121508545866957e-01 1
10 -8.710066370772616438e+02 8.358778065846186323e-01 1
5 -6.765199213265729486e+04 4.001630896432760154e-01 2
15 -7.740874841736507506e+01 6.472568736953228097e-01 4
22 -7.631683893167124211e+01 2.464478180743781277e-01 2
22 -7.631838430266643059e+01 8.804660625786094874e-01 2
28 -7.631491353028815183e+01 1.699823246311497615e-01 4
11 -2.695871890747895350e+02 6.957818788422316381e-01 1
9 -1.054284093541496077e+03 8.107707550620419923e-01 1
7 -6.991652966864955488e+03 4.846541223292100131e-01 4
18 -7.650927386483414239e+01 4.381993588738364309e-01 3
27 -7.631490499072971545e+01 7.849112067210551880e-01 2
1 -4.321971842870645225e+07 4.538613495730403069e-01 0
9 -1.487195779961075459e+03 4.908332316944354345e-01 0
2 -1.274987907459419686e+06 5.089934109171142529e-01 2
10 -8.322394499493979083e+02 1.754475766756621591e-01 1
26 -7.631497063919448465e+01 6.107639639488393613e-02 4
4 -3.291485371820579167e+05 8.655495555063232871e-01 2
16 -7.777210419070063097e+01 8.413571976132765418e-01 4
8 -1.677709459995192674e+03 8.910026755253025454e-01 1
27 -7.631492600439742091e+01 3.477175649577342043e-01 4
11 -1.705779651185612806e+02 6.854808010543861352e-01 2
27 -7.631492875496519446e+01 8.718452381643491123e-01 3
2 -1.058923174296678789e+07 6.608020057273449321e-01 1
3 -1.996960079880262725e+06 8.994969700846235927e-01 3
11 -1.208945241059803664e+02 5.145852601392780779e-01 2
13 -1.097931267382365519e+02 2.479025158299474896e-01 4
21 -7.632341253616066012e+01 9.091210209153873789e-01 4
20 -7.632192789467137573e+01 2.406699086163324175e-01 3
13 -1.097836134694669141e+02 9.815270096005757061e-02 1
15 -7.644810980800522771e+01 8.800142348574000462e-01 0
27 -7.631490409552370124e+01 2.771616097585268279e-01 2
29 -7.631490147892154141e+01 6.438976823837698760e-01 1
2 -2.577997044240519172e+05 6.485425718435392506e-01 3
8 -1.047328571411270332e+03 2.981981629879336682e-01 1
2 -8.178021710225016810e+06 3.956073720752387723e-01 1
6 -3.355962538235885586e+04 3.273236237206120780e-01 0
23 -7.631692883690919871e+01 7.687279096434016523e-01 3
14 -8.959087181216496276e+01 5.209726662042523104e-01 1
27 -7.631490341822311052e+01 9.057699379300643283e-01 3
11 -2.196690917734473203e+02 7.933419033023270117e-01 3
20 -7.635307240127188777e+01 2.072368805307971407e-01 4
7 -1.023317730577458315e+04 7.765397095780444126e-01 0
8 -3.295759711004252949e+03 8.549351319924349824e-01 0
16 -7.794104240343943957e+01 1.139296463694527417e-01 4
24 -7.631495276267648364e+01 7.573628665316258779e-01 3
12 -1.840911836114102300e+02 9.159730830164061199e-01 2
17 -7.675065753879442809e+01 4.880804218447903353e-01 4
24 -7.631520021383542485e+01 3.892557695963587694e-01 3
4 -4.255562712523526279e+05 6.540969188031819925e-01 4
19 -7.642314180974679516e+01 9.390466408774008622e-01 3
19 -7.632046038866818094e+01 3.653111513276054989e-01 1
16 -7.802815228883713417e+01 6.173645946072819912e-01 1
11 -2.052352933982839716e+02 7.730015105352771032e-01 3
29 -7.631489969045259159e+01 2.507075519193939783e-01 4
22 -7.631564011850682050e+01 9.918177458286159265e-02 4
23 -7.631658278115351379e+01 2.659213799412524226e-01 3
19 -7.639557378328646564e+01 1.425082429328206890e-01 4
21 -7.632999348345126123e+01 3.767745481322233303e-01 3
29 -7.631489982058047872e+01 7.119956076999978123e-01 1
8 -6.181025236123753530e+03 5.824345921424951833e-02 0
4 -1.928446817921075271e+05 9.291904518720316419e-01 4
28 -7.631491113162411466e+01 5.258207463754445143e-01 2
23 -7.631687348983864183e+01 3.728560901027222485e-02 3
17 -7.705529896679936996e+01 5.203423935811811729e-01 0
19 -7.635355173527187844e+01 3.625223125776876887e-01 1
6 -1.285973571211779381e+04 2.239120858630792021e-01 3
20 -7.636571125366847923e+01 9.847957587465972634e-03 0
5 -8.870841125088860281e+04 8.201719052251538189e-02 1
2 -9.688458897159779444e+06 1.231537994205467168e-02 1
10 -6.896916470785273532e+02 6.422370127339814549e-02 1
18 -7.663684847469684769e+01 1.192237683397255055e-01 3
4 -1.186514072609724099e+05 2.514939875745980657e-02 3
18 -7.636608486509875604e+01 5.233309488196278281e-01 3
3 -2.988203992503153859e+05 4.096506412964005528e-01 0
4 -3.389331772445954266e+05 8.978327926320939234e-02 1
5 -5.335071819326536206e+04 5.125853572741715380e-01 2
28 -7.631490269823373751e+01 9.949818392294902392e-01 4
18 -7.637955666815639688e+01 6.200090441823409293e-01 3
10 -3.565891321302359529e+02 2.561148680107958597e-01 0
23 -7.631610100405646335e+01 8.572559079151325090e-01 4
11 -2.675841691198091326e+02 3.029817576192717632e-01 3
8 -6.786671004050008378e+03 6.082666451297962240e-01 3
23 -7.631696512097434493e+01 1.267566376435675379e-01 3
24 -7.631559207875142192e+01 8.204763459488688682e-01 1
13 -8.991161944855417687e+01 9.477187369976280973e-01 2
5 -1.127273814540771855e+05 6.518910044481643906e-01 1
6 -6.486952482306304546e+02 4.155190455318304998e-01 0
29 -7.631490331030011021e+01 5.475992454464150283e-01 1
1 -3.715262307318806648e+07 5.292533298928883134e-01 4
2 -5.758554549015033059e+06 6.150603125007282346e-01 3
29 -7.631490188061204094e+01 2.766312108466982903e-02 0
15 -7.740916314450620916e+01 8.892669463534552676e-01 1
25 -7.631504299988770867e+01 4.227037677287075468e-01 2
13 -7.641318142855689644e+01 4.290430797949529307e-01 3
22 -7.631601107916347360e+01 1.356833973792326287e-01 3
17 -7.697249573629329689e+01 3.884728729441480621e-01 3
16 -7.676360037604658260e+01 6.228665623722459133e-01 4
6 -4.707340212522257161e+02 6.992545628317983208e-01 2
16 -7.817341450285320548e+01 4.045219142748124885e-01 2
22 -7.631881938009826172e+01 6.224483456643572360e-02 2
26 -7.631492604148783698e+01 8.605128136226751767e-01 4
22 -7.631493730683862964e+01 6.388331036940154695e-01 1
17 -7.673495359113755399e+01 2.238517328880211821e-01 2
5 -4.143735693035041913e+04 7.865182521283876627e-01 0
26 -7.631497027686702950e+01 6.300716953138548737e-01 2
28 -7.631490802481906144e+01 4.124568948280347702e-01 0
3 -5.631487975509042153e+05 9.556297833003708497e-01 1
21 -7.631701471366471878e+01 8.269575515353595474e-01 3
17 -7.665667998310831877e+01 3.614638769962407183e-01 3
18 -7.635590572542324139e+01 1.139019865666831277e-01 2
24 -7.631529637710981717e+01 3.138447114057912879e-02 3
14 -8.409526457248205134e+01 4.934066012517738242e-01 4
3 -1.737098963923138101e+06 7.236400262263867900e-01 2
19 -7.642429743477087811e+01 2.118905638415380377e-01 1
25 -7.631513222135193075e+01 2.361902926254449697e-01 0
7 -4.773598634837485406e+03 9.070049247261601222e-01 2
22 -7.631521602898415324e+01 5.258933133799139625e-01 3
16 -7.703987734375476748e+01 1.124325312550264327e-01 1
9 -4.273738496497172719e+02 6.522012407810943158e-01 2
19 -7.642248601864385193e+01 2.723400073980877800e-01 1
20 -7.635024440298877835e+01 8.103802032152807033e-02 0
1 -7.612165661172961816e+06 1.051977111217735628e-01 4
1 -2.257329841819629446e+07 8.534530384778016288e-01 2
13 -1.070734633040498238e+02 5.199475777444934055e-02 1
20 -7.633328203482977869e+01 1.684474624052683112e-01 4
15 -7.646716201038771032e+01 7.166159381269784356e-01 0
20 -7.635240404809586323e+01 8.987411110246348311e-01 1
23 -7.631610183780838952e+01 3.620218389044555507e-01 1
7 -1.505391400597802385e+04 6.191449530785270161e-02 4
8 -4.045751578933041401e+03 8.457397723229018727e-01 0
18 -7.650662305332461699e+01 7.633371480917672258e-01 3
18 -7.647291781859037485e+01 5.994217978083840048e-01 1
8 -5.309905616327254165e+02 4.227423158585202900e-01 1
11 -1.100192014872253736e+02 6.917693686413101117e-02 2
4 -2.742110790310503216e+04 5.531968298396217065e-01 2
22 -7.631935078348874413e+01 4.568615226512458966e-02 4
18 -7.661694459218273323e+01 8.561929274046891081e-01 4
3 -8.470897018284046790e+05 1.038310700715298213e-01 1
28 -7.631490286402035395e+01 4.239713284405706162e-01 0
21 -7.632737476348322048e+01 6.831059309964508941e-01 4
1 -4.451498454594255984e+07 2.226477803144645273e-01 2
15 -8.153183452063741754e+01 2.207576445144905364e-01 3
11 -3.771051900237713426e+02 3.970313992850716955e-01 2
29 -7.631489980924858685e+01 1.698873532136584430e-01 0
7 -1.563245326788993771e+04 5.754383127057078884e-01 2
19 -7.640879318991682112e+01 5.005800484897662272e-01 0
29 -7.631490363212094508e+01 8.393364248401373739e-01 4
17 -7.707487789327643668e+01 9.264844121758959439e-01 3
23 -7.631643169489362322e+01 3.693542666134419505e-01 3
18 -7.656836636829743270e+01 9.636651988276954128e-01 3
25 -7.631512545204464004e+01 8.598317724642756676e-02 4
3 -2.732218307877542684e+05 7.788460641165497744e-01 0
25 -7.631495747480987291e+01 6.348125873805923192e-01 4
10 -5.558555448620950301e+02 7.242284799472864520e-01 1
11 -2.875180825842774084e+02 6.752430256730509450e-01 4
12 -1.315510675301117942e+02 2.616039765021395680e-01 4
14 -8.100254398309158432e+01 3.799921521818561687e-01 4
15 -7.939760033824909158e+01 1.134947111867506964e-02 0
7 -1.205889916337136356e+03 4.516058928202722478e-01 0
9 -4.751304844289484208e+02 4.728073089901716486e-01 1
10 -1.999817914057454971e+02 7.903317143040112791e-01 3
17 -7.633247802100261481e+01 7.528882576232851509e-01 2
16 -7.807288335803718837e+01 6.148995855471726113e-01 2
14 -9.191560081672035665e+01 7.765862357088076928e-01 0
21 -7.631501775191881620e+01 8.110162286743225479e-01 2
25 -7.631499635383480040e+01 2.641305892123324561e-01 1
13 -8.434165152996996540e+01 2.079674290893427369e-01 3
12 -1.636841743231796613e+02 2.244720756549514196e-01 1
11 -1.774147167317929359e+02 4.021088558833372795e-01 1
9 -2.229021480676887222e+03 7.643844241912767234e-01 4
15 -7.891794899231200588e+01 2.906830036845441945e-01 2
22 -7.632003347595832565e+01 9.358501550110922551e-01 1
14 -7.754997442943533770e+01 4.834451480939132573e-01 3
9 -1.059576763363308601e+03 7.256429182864614358e-01 4
24 -7.631497689665486917e+01 9.525717657468077970e-01 0
27 -7.631490343497759454e+01 6.678069329525277986e-01 0
16 -7.779521267332088996e+01 1.569793778022692265e-01 4
5 -2.995883428173942229e+04 6.110315173358644714e-01 2
5 -2.964126481475780383e+04 6.575586911000641521e-02 3
12 -1.395343281855707573e+02 8.899036735389547204e-01 3
26 -7.631500610205294777e+01 1.311398810825608052e-01 1
21 -7.632367556950988785e+01 3.636157768144235303e-01 2
10 -5.538978245665116447e+02 2.694488185622334053e-01 3
12 -1.749153411004343468e+02 6.945318723864217780e-01 0
5 -7.261489413414137380e+04 9.830132046942392510e-01 3
17 -7.666728973203461805e+01 6.980607743620655947e-01 4
22 -7.631746585726318699e+01 9.586984537224607639e-01 3
20 -7.632380554965533292e+01 9.749669774428586511e-01 3
10 -3.637592501838091721e+02 2.693214602586841977e-01 2
25 -7.631508523601782201e+01 5.716983258379294552e-01 1
1 -3.815071659435905982e+06 6.983710381064415218e-01 2
5 -3.592178191101830453e+04 4.078019574852249640e-01 2
9 -4.743158821088505874e+02 5.056877408700324317e-01 3
11 -3.374945948257756072e+02 4.393360504116670118e-01 3
15 -7.898898667174881894e+01 4.060169968358421366e-01 1
28 -7.631490357335331964e+01 9.556744422648826287e-01 2
4 -6.356050160596388014e+04 5.682633815938595845e-01 1
25 -7.631508366046037395e+01 3.563246223748504082e-01 3
13 -8.536689610759970037e+01 1.822399572932233980e-01 0
22 -7.631503443530122865e+01 3.803865528866600121e-01 0
15 -7.995220897787055492e+01 9.748018150322375064e-01 1
16 -7.645972410669094188e+01 3.100932440845607374e-01 0
27 -7.631492168198656145e+01 1.793746926924599805e-01 0
28 -7.631490987225318179e+01 7.023074230931625195e-01 0
8 -3.413777103383271196e+02 2.495452308474148395e-01 4
3 -1.629738410314461915e+06 9.552207531414361186e-02 0
10 -1.267112358011143272e+02 9.389771230614308850e-01 3
20 -7.633217820379351792e+01 4.420142430220169172e-01 3
12 -1.081140736672890483e+02 8.946886728884423379e-01 2
14 -8.748748860314240972e+01 1.026813645176105627e-01 0
15 -8.128933312964898050e+01 7.281283784428123074e-01 2
18 -7.645230265402643965e+01 6.232863935325284599e-01 1
12 -9.258896126862453002e+01 6.883939344346181599e-01 4
2 -7.956783616893842118e+05 1.091484733424852305e-01 0
21 -7.631597967549575401e+01 9.000863095636724154e-02 3
22 -7.631658437524220062e+01 9.318072329680848753e-01 1
10 -7.705641641747047288e+02 4.796320346084981256e-02 0
8 -5.866013959614248961e+03 6.681935108717209637e-01 2
18 -7.651381794447911489e+01 7.182031916624190826e-01 1
6 -4.557854292604831244e+03 6.840472690572532155e-01 3
18 -7.666385909775831919e+01 8.536147848406594463e-02 2
23 -7.631565612099194595e+01 2.739079737223062416e-01 0
2 -4.149804721970022190e+06 2.082233225401943222e-01 4
28 -7.631491302286258360e+01 5.535362239999415124e-01 2
12 -1.735010798619353238e+02 6.879319923041500584e-02 4
3 -3.998301084474746604e+05 4.263942762560326005e-01 0
27 -7.631492094276596561e+01 2.512925281082253326e-01 3
15 -8.112348715275625466e+01 3.441233604387150535e-02 0
22 -7.631662231225232063e+01 4.045814133858014472e-01 3
20 -7.632029763182246995e+01 1.008294870515451525e-01 4
24 -7.631553425451488692e+01 4.321912199011889721e-01 0
6 -2.658895995670821867e+04 7.190139588793931225e-01 3
7 -2.945169257248279791e+03 4.956471680352114023e-02 1
14 -8.421863473373561249e+01 8.257506001789494121e-01 2
4 -1.794746575360373827e+05 2.382237812098207952e-01 4
7 -5.825714252214014778e+03 1.581620396817081942e-01 3
2 -3.151471313886615098e+05 6.874913879896338287e-02 1
9 -5.118074992291584522e+02 2.485603887148120916e-01 2
3 -3.885448199730846682e+05 8.104836361328260352e-01 2
22 -7.631496178721795332e+01 5.429033297973049343e-01 3
0 -3.987744244692263603e+09 5.879300637088036297e-02 4
3 -9.692325800186574925e+05 4.437374880262621168e-01 3
10 -5.600556375681557029e+02 7.854458867884278606e-01 1
23 -7.631525115094072476e+01 5.631990310195461591e-01 2
18 -7.652151705801625781e+01 3.176633402367077252e-01 2
2 -5.879869648040894419e+06 5.463791098297115373e-02 0
24 -7.631542467966217203e+01 9.330808301841544417e-01 3
24 -7.631492254677895914e+01 9.654624546576497934e-01 2
26 -7.631500145401844293e+01 4.648564447849808934e-01 3
24 -7.631502815177005061e+01 8.126489139856279964e-01 3
14 -8.289648274073462630e+01 9.512593939946456523e-02 2
19 -7.640419818544697250e+01 4.694922574484547417e-01 1
28 -7.631490715091496213e+01 1.409849075685027930e-01 3
19 -7.644233768030713350e+01 8.124558164921025227e-01 0
16 -7.829718863062677769e+01 4.010451980016602747e-01 1
11 -3.155258552580676223e+02 8.421691006909189092e-02 1
2 -6.443019862774637528e+06 6.045237647571360950e-01 2
0 -3.211832380476708221e+10 1.711230451980752798e-01 4
27 -7.631491428526879872e+01 3.742153466317985622e-01 3
0 -1.896012199722135544e+10 2.134327529095259024e-01 4
0 -4.588672030194691658e+09 1.985486015508170776e-01 4
26 -7.631491649544140898e+01 1.283936627735275948e-01 3
26 -7.631493784416157666e+01 5.735851847549305188e-02 0
25 -7.631521117281926081e+01 9.373180162026618911e-02 4
11 -8.483518651201237049e+01 2.719798597664957462e-01 3
27 -7.631490153828900702e+01 9.413758451808309502e-01 4
13 -7.872335293679026336e+01 9.199913913274028188e-01 2
4 -9.588824505838433106e+04 6.867612584514675156e-01 4
9 -1.573027248499309735e+03 3.918905990779236737e-01 4
16 -7.765121404033769181e+01 4.951752167371029634e-01 4
10 -5.869510927498788533e+02 3.744197301795603589e-02 2
15 -7.873165338554036907e+01 6.630071182082566406e-01 1
23 -7.631583989778297905e+01 4.347713588906351179e-01 4
26 -7.631492062895839013e+01 1.929673235480899862e-01 4
28 -7.631490477614076440e+01 9.088200168676132673e-01 2
29 -7.631490537379627881e+01 1.344382912902098159e-01 4
20 -7.632421489968365336e+01 4.851769097450623902e-01 4
3 -7.978927260176757409e+04 2.968391706250355089e-01 1
11 -3.109036934975704298e+02 8.146395346802126625e-01 3
9 -2.007306819078232593e+03 2.095398821874678852e-01 3
13 -1.120440205495110177e+02 4.804436522218120675e-01 0
25 -7.631495341590789394e+01 6.786514715693252597e-01 0
27 -7.631492005562610359e+01 8.555136525222710731e-01 0
23 -7.631494270169073957e+01 3.303472174518864435e-01 2
29 -7.631490032926572553e+01 4.047541443783906900e-01 3
10 -9.552927507000053708e+01 5.261287724566479085e-01 4
18 -7.656742006458648575e+01 1.832449778439978472e-01 1
20 -7.634471396345891492e+01 5.506882962150123628e-01 2
17 -7.683553944240145483e+01 3.401739860932870840e-01 3
16 -7.825177027175462285e+01 5.217573834149591416e-01 3
11 -2.175247017900026094e+02 2.104438888919630823e-01 3
21 -7.632607374979484405e+01 6.562413338298578314e-01 2
11 -2.214040456187167649e+02 5.962724508595015349e-01 0
10 -4.680985444105009492e+02 3.240657600569232244e-01 3
16 -7.754049252640206191e+01 3.087266060342546137e-01 3
18 -7.645003612278541993e+01 6.829612508542339810e-01 1
21 -7.632978292952924448e+01 1.425689944761954209e-01 2
28 -7.631491248306608099e+01 7.777091625988022949e-01 2
28 -7.631490134864895936e+01 2.586708594976093178e-01 2
7 -1.737532714415397277e+04 7.828397382034921748e-01 4
5 -1.498913732173297321e+05 6.363612518815426888e-01 3
10 -4.828302283659867271e+02 5.308012049545620670e-01 0
12 -8.879080962038268865e+01 5.586013357238064359e-01 4
3 -7.712354130748134339e+05 4.580794589381458337e-01 3
6 -1.743317150099004039e+03 3.450312025509942870e-01 2
12 -1.110092946048829532e+02 5.185037978245450319e-01 4
3 -2.870464194958907901e+05 7.134222395671127037e-01 3
1 -2.545911658179605007e+07 1.810669561961824048e-01 4
8 -6.167132654630261641e+03 1.797708876883343798e-01 4
1 -3.161348560462263972e+07 8.356654536042484871e-02 4
11 -9.170307985478106616e+01 1.019511769683821012e-01 4
14 -9.154321189973768469e+01 4.888541172097397025e-01 1
6 -3.568766431034663401e+04 8.043541668280766999e-01 3
28 -7.631491422639098232e+01 2.474384839267151082e-01 2
16 -7.756925753979734850e+01 6.599180932843768943e-01 2
9 -2.399586942638864912e+03 4.228218888728605407e-01 3
6 -1.014663269695516829e+04 7.771295708609479158e-01 1
4 -1.130388855777427525e+05 1.193413643060421414e-01 1
27 -7.631493133333188439e+01 7.294422196531167302e-01 4
10 -4.231477067469267013e+02 6.321626587742963377e-01 1
8 -2.260438314215960418e+03 6.957530363510574523e-01 1
11 -2.858095470285580859e+02 3.483135597342624790e-01 4
25 -7.631504933098953813e+01 9.061598084482482829e-01 2
18 -7.650454174977204502e+01 8.952012125054282787e-01 4
17 -7.693746238745872290e+01 5.314195203529233913e-01 4
10 -4.958170839971724035e+02 3.764318765800567235e-01 0
27 -7.631494052320601895e+01 9.075611063792833333e-01 2
20 -7.633286849039717481e+01 1.282735120410937457e-01 3
14 -8.638229688391029981e+01 3.607018921130364930e-01 1
